,NCT_id,matched_string,criteria_string,parent_concept_id,parent_concept_name,CONCEPT_GUESS,DESCENDANT_GUESS
244,NCT02697110,birth asphyxia,"ren aged 1-6 weeks

        Exclusion Criteria:

          -  Mothers of children with moderate to severe birth asphyxia or gross congenital
             anomalies

          -  Mothers who are unable",4184996,Birth asphyxia,birth asphyxia,Birth asphyxia
245,NCT02686060,birth asphyxia,"""Outborn"" neonates,

          -  Newborns whose parental authority holders are minor,

          -  Newborns with severe birth asphyxia (cord blood pH<7.0 or Apgar score < 5 at 10 min),

          - ",4184996,Birth asphyxia,birth asphyxia,Birth asphyxia
246,NCT04073173,birth asphyxia,"        -  late admission (after 24 hours of life),

          -  intubation in the delivery room,

          -  severe birth asphyxia,

          -  prolonged rupture of membranes,

          -  air ",4184996,Birth asphyxia,birth asphyxia,Birth asphyxia
247,NCT01225549,allergic asthma,"teria:

          -  18-60 years of age

          -  Pre-bronchodilatory FEV1 ≥70% of predicted normal allergic asthmatic with a history of
             episodic wheeze

          -  Positive allerge",4191479,Allergic asthma,allergic asthmatic,Allergic asthma
248,NCT00829179,allergic asthma,"illing to and competent to sign the consent form

        Exclusion Criteria:

          -  Subjects that do not have allergic asthma will be excluded.

          -  Subjects with ER visits or upper r",4191479,Allergic asthma,allergic asthma,Allergic asthma
249,NCT02014311,allergic asthma," -  Known Iodine contrast allergy

          -  Estimated GFR below 50 ml/min

          -  Adenosine intolerance - known allergic asthma

          -  Previous CABG

          -  Patient related circ",4191479,Allergic asthma,allergic asthma,Allergic asthma
250,NCT03912402,atopic asthma,"nfarction less than 6 months prior to
                  randomization;

               4. NYHA Grade III-IV congestive heart failure;

               5. atopic asthma, Stage III-IV COPD, angioedema;

",4191479,Allergic asthma,atopic asthma,Atopic asthma
251,NCT00160680,allergic asthma,"  Subjects currently treated by specific parietaria pollen immunotherapy

          -  Subjects suffering from non-allergic asthma

          -  Chronic use of inhaled steroids and/or long acting β2 a",4191479,Allergic asthma,non allergic asthma,Wood asthma
252,NCT02387853,allergic asthma,"ks prior to V1 or during the trial.

        Exclusion Criteria (for subjects performing HPA axis assessment):

          -  A history of serious allergy, allergic asthma or serious allergic skin rash",4191479,Allergic asthma,allergic asthma,Allergic asthma
253,NCT03517943,allergic asthma,"own severe allergies (e.g., allergies to more than 3 allergens, allergies affecting
             the lower respiratory tract - allergic asthma, allergies requiring therapy with
             corticoste",4191479,Allergic asthma,allergic asthma,Allergic asthma
254,NCT01706484,allergic asthma,"         -  Presence or history of uni- or bilateral nasal polyps

          -  Presence of moderate to severe co-morbid asthma, including allergic asthma

          -  Patients with mild asthma havin",4191479,Allergic asthma,allergic asthma,Allergic asthma
255,NCT01222351,allergic asthma,"r or any of its constituents and/or has a history of severe
             allergic reactions to drugs or allergens (e.g. patients with allergic asthma)

          -  Critically ill and/or medically uns",4191479,Allergic asthma,allergic reactions,Allergic asthma
256,NCT01536041,allergic asthma,"           endocrine, or pulmonary other than asthma

          -  Patients with Seasonal Allergic Rhinitis (SAR) or seasonal allergic asthma,with
             significant symptoms that may confound s",4191479,Allergic asthma,allergic rhinitis,Allergic asthma
257,NCT00000456,panic,"y patient report, collateral report, and urine drug screen.

          -  Meets criteria for disorders of major depression, panic disorder, obsessive-compulsive
             disorder, post-traumatic s",4196358,Panic,panic,Panic
258,NCT01168687,panic,"for lifetime abnormal opioid use or prescription drug abuse.

         11. Clinically significant medical or psychiatric illness (including anxiety or panic
             disorders) as determined by sc",4196358,Panic,panic,Panic
259,NCT01624428,panic,"   -  Current diagnosis of any clinical significant psychiatric disease like major
             depressive disorder, panic or anxiety disorder, psychosis, schizophrenia, bipolar
             disorder.",4196358,Panic,panic,Panic
260,NCT02939378,hyperglycemia,"ism, porphyria, carnitine deficiency and
             pancreatitis

          2. History of uncontrolled hyperlipidemia or hyperglycemia.

          3. History of human immunodeficiency virus, or hepa",4214376,Hyperglycemia,hyperglycemia,Hyperglycemia
261,NCT03849872,hyperglycaemia,"thyroidism;

               4. Known diabetes mellitus type 1 or type 2;

               5. Hypocalcaemia or hypokalaemia;

               6. Hypoglycaemia or hyperglycaemia or fasting blood glucose o",4214376,Hyperglycemia,hyperglycaemia,Hyperglycaemia
262,NCT03609996,hyperglycemia,"urrent regular use of insulin for the treatment of diabetes

               -  Current regular use of oral anti-hyperglycemia agents for the treatment of
                  diabetes

               -  ",4214376,Hyperglycemia,anti hyperglycemia,Acute hyperglycemia
263,NCT00488527,hyperglycemia,"   agents) during more than 6 months, who need a prolonged action basal insulin to
             control hyperglycemia

          -  Glycosylated hemoglobin > 8,0% and < 10 %

          -  Body mass in",4214376,Hyperglycemia,hyperglycemia,Hyperglycemia
264,NCT02605616,hyperglycemia,"-  Subjects with type 2 diabetes who are on stable doses of medications (except
             pioglitazone) to control hyperglycemia and have baseline HbA1c of 10% or lower.

          -  Hemoglobin mu",4214376,Hyperglycemia,hyperglycemia,Hyperglycemia
265,NCT00996892,hyperglycemia,"eatment
             in Cycle 1

          -  History of diabetes requiring daily medication, or history of Grade >= 3 fasting
             hyperglycemia

          -  Current severe, uncontrolled sys",4214376,Hyperglycemia,hyperglycemia,Hyperglycemia
266,NCT02904512,hyperglycemia," require a hospital stay ≤3 days

          -  Pregnant patients

          -  Subjects that have significant hyperglycemia or Diabetic Ketoacidosis (DKA) that
             requires treatment with int",4214376,Hyperglycemia,hyperglycemia,Hyperglycemia
267,NCT01099618,hyperglycemia,"weight/obese (BMI >/=28 kg/m2) African-American patients with
             new-onset DKA and/or severe hyperglycemia and without apparent precipitating cause
             will be considered for inclus",4214376,Hyperglycemia,hyperglycemia,Hyperglycemia
268,NCT02581488,hyperglycemia," metabolic instability (e.g., fever, chills,
             tachycardia, hypotension, confusion, vomiting, leukocytosis, acidosis, severe
             hyperglycemia, azotemia).

          6. A target ul",4214376,Hyperglycemia,hyperglycemia,Hyperglycemia
269,NCT00224822,hyperglycemia,"         any clinically significant aspect of the metabolic syndrome including weight gain,
             hyperglycemia, diabetes, or hyperlipidemia, while on a second generation antipsychotic
        ",4214376,Hyperglycemia,hyperglycemia,Hyperglycemia
270,NCT01474538,lactic acidosis," serum creatinine greater than or equal to 2 milligrams/deciliter (mg/dL) if not
             on metformin; known metabolic or lactic acidosis; any condition associated with
             hypoperfusion",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
271,NCT00108940,lactic acidosis,"          Leukoencephalopathy), Fabry's disease, homocystinuria, MELAS (Mitochondrial myopathy,
             Encephalopathy, Lactic Acidosis, Stroke), or sickle cell anemia.

          -  The subject ",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
272,NCT02684474,lactic acidosis,"tical ischemia, for example: elevated
             troponins, altered mental status, acute renal failure, lactic acidosis or evidence of
             central nervous system acute deficits

          3",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
273,NCT03038789,lactic acidosis,"ollapse (shock), acute myocardial infarction, and
             septicemia.

          3. Patients with type 1 diabetes mellitus, lactic acidosis, or acute or chronic metabolic
             acidosis in",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
274,NCT01796028,lactic acidosis,"th Metformin or an analog

          -  Known hypersensitivity or allergy to Metformin HCl or any of the excipients.

          -  Patients with a history of lactic acidosis

          -  PSA increase",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
275,NCT01825798,lactic acidosis,"iver disease, renal impairment, congestive heart failure, pernicious
             anemia, any other condition increasing the risk for lactic acidosis, or any serious
             medical illness requi",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
276,NCT01546597,lactic acidosis,"        -  Use of insulin therapy < 3 months prior to Screening

          -  History of ketoacidosis, ketosis-prone diabetes, or lactic acidosis

          -  Clinically significant complications of ",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
277,NCT02850848,lactic acidosis," of drug or alcohol abuse during the past 24 weeks.

          2. Sensitivity to analogous drug.

          3. A clinically significant illness (such as lactic acidosis or severe hepatomegaly with
   ",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
278,NCT02279758,lactic acidosis," Patient with hypersensitivity to biguanides, kidney or liver failure, or other
             conditions that predispose to lactic acidosis;

          -  History of severe clinical or psychiatric illn",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
279,NCT02822534,lactic acidosis,"    -  ever occured acute complications of diabetes such as diabetic ketoacidosis,high
             permeability syndrome or lactic acidosis.

          -  ever occured the severe hypoglycemia.

     ",4239233,Lactic acidosis,lactic acidosis,Lactic acidosis
280,NCT02622724,muscular dystrophy,"            Investigator, it would be extremely unlikely that the patient would come off
             ventilation, e.g., motor neurone disease, Duchenne muscular dystrophy or rapidly
             prog",4247802,Muscular dystrophy,muscular dystrophy,Udd myopathy
281,NCT02706574,muscular dystrophy,"drome/Chronic Inflammatory Demyelinating Polyneuropathy, Significant
             Neurodegenerative Disorders, Muscular Dystrophy, and/or Malignant Intracranial Mass
             with Significant Mass",4247802,Muscular dystrophy,muscular dystrophy,Udd myopathy
282,NCT03986671,muscular dystrophy,"ants with documented neurological disorders involving upper airway
        striated muscles including ALS and muscular dystrophy with the presence of bulbar symptoms.

        A cohort of participants",4247802,Muscular dystrophy,muscular dystrophy,Udd myopathy
283,NCT02121249,muscular dystrophy,"     -  Primary abnormalities of bones (e.g. osteogenesis imperfecta)

          -  Primary muscle diseases, such as muscular dystrophy

          -  Neurologic diseases (e.g. Charcot-Marie Tooth, Gui",4247802,Muscular dystrophy,muscular dystrophy,Udd myopathy
284,NCT02184520,muscular dystrophy,"ntent and
             there has been no clinical signs or symptoms of the malignancy for at least 5 years

          -  Neuromuscular disorders such as muscular dystrophy, spinal muscular atrophy,
  ",4247802,Muscular dystrophy,neuromuscular disorders,Udd myopathy
285,NCT01008943,muscular dystrophy,"  significant pelvic floor abnormalities with high pressure instability

          -  Neuromuscular disorder (e.g., muscular dystrophy, multiple sclerosis)

          -  Uncontrolled diabetes

       ",4247802,Muscular dystrophy,neuromuscular disorder,Udd myopathy
286,NCT01300312,muscular dystrophy,"       fracture, cancers, severe arthritis and osteoporosis.

          -  Muscular diseases such as myositis, poliomyelitis, muscular dystrophy and myotonia.

          -  Other known systemic diseas",4247802,Muscular dystrophy,muscular diseases,Udd myopathy
287,NCT04033588,muscular dystrophy," Subjects with other significant disabling problems from the muscular-skeletal system
             other than in the knees (i.e muscular dystrophy, polio, neuropathic joints).

          -  Subjects w",4247802,Muscular dystrophy,muscular skeletal system,Muscular dystrophy
288,NCT02954354,muscular dystrophy,"scle (eg, cerebral palsy, epilepsy [seizure
                  disorders], stroke, intellectual disability, moderate to severe developmental
                  delay, muscular dystrophy, or spinal cord ",4247802,Muscular dystrophy,muscular dystrophy,Udd myopathy
289,NCT03153475,muscular dystrophy," significant neurological or musculoskeletal disorder(s) or disease that
             may adversely affect gait or weight bearing activities (e.g., muscular dystrophy,
             multiple sclerosis,",4247802,Muscular dystrophy,muscular dystrophy,Udd myopathy
290,NCT03159208,respiratory failure,"  acute illness.

          3. Adults >/= 18yo of age.

        Exclusion Criteria

          1. Patients with respiratory failure due to neuromuscular disease

          2. Patients with respiratory ",4256228,Respiratory failure,respiratory failure,Respiratory arrest
291,NCT02752100,respiratory failure,"       encephalopathy.

          -  History of dialysis.

          -  Chronic obstructive pulmonary disease (COPD), chronic respiratory failure or
             hypoxemia.

          -  Acute infecti",4256228,Respiratory failure,respiratory failure,Respiratory arrest
292,NCT01862016,respiratory failure,"         nodules lung

          -  Report PaO2 / FiO2 ≤ 200 mmHg with a PEP of at least 5 cmH2O

          -  Respiratory failure not fully explained by cardiac failure or fluid overload

          -",4256228,Respiratory failure,respiratory failure,Respiratory arrest
293,NCT02945956,respiratory failure,"ocytosis) or Hemolytic anemia patients caused by other reasons
             like autoimmunity.

          -  Severe background disease like chronic respiratory failure, circulatory failure,
          ",4256228,Respiratory failure,respiratory failure,Respiratory arrest
294,NCT01095575,respiratory failure,"ulants during 21 days prior to surgery, psychiatric
             illness

          3. congestive heart failure, respiratory failure, neuromuscular disease or presence of a
             chronic pain s",4256228,Respiratory failure,respiratory failure,Respiratory arrest
295,NCT02938741,respiratory failure,"priate for HSCT. Life expectancy < 3 months because of
        other severe diseases. Presence of any fatal disease, including respiratory failure, heart
        failure, liver or kidney function fail",4256228,Respiratory failure,respiratory failure,Respiratory arrest
296,NCT02723942,respiratory failure,"    3. renal function:Chronic kidney disease(CKD) phase 4 or more; renal insufficiency
                  phase Ⅲ or more.

               4. pulmonary function：severe respiratory failure symptoms, inv",4256228,Respiratory failure,respiratory failure,Respiratory arrest
297,NCT00546975,respiratory failure,"      5. Patients taking supplements (EPA, DHA)

          6. Any concomitant severe disease e.g.

               -  Patients with respiratory failure (FEV<0.8l/sec)

               -  Patients with r",4256228,Respiratory failure,respiratory failure,Respiratory arrest
298,NCT03095300,respiratory failure," reliable estimate of the actual one.

          3. PaCO2 <45mmHg

          4. Absence of history of chronic respiratory failure or moderate to severe cardiac
             insufficiency (NYHA > II or",4256228,Respiratory failure,respiratory failure,Respiratory arrest
299,NCT02590159,respiratory failure,"  -  Uncontrolled or serious illness, including but not limited to: severe breathing
             disorders including hypercapnic respiratory failure, respiratory muscle weakness,
             bullous",4256228,Respiratory failure,respiratory failure,Respiratory arrest
300,NCT00063336,visual impairment,"a minimum of 6 months prior to
             study entry

        Exclusion Criteria:

          -  Auditory or visual impairment

          -  Mental retardation (IQ less than 70)

          -  Trauma",4265433,Visual impairment,visual impairment,MDVI
301,NCT02233478,visual impairment,"g systemic chemotherapy and/or radiotherapy.

          -  Active bleeding.

          -  Subject has any disorder (excluding illiteracy or visual impairment) that compromises
             the ability",4265433,Visual impairment,visual impairment,MDVI
302,NCT02188628,visual impairment,"gers incompatible with interface with the H-man robot.

          -  Severe sensory impairment of affected limb

          -  Severe visual impairment, hemispatial neglect or homonymous hemianopia

  ",4265433,Visual impairment,visual impairment,MDVI
303,NCT03118986,visual impairment,"id)

          -  Previous participation in this study.

          -  Participants in the optional assessment of nausea severity must be free of cognitive,
             hearing or visual impairment th",4265433,Visual impairment,visual impairment,MDVI
304,NCT00617318,visual impairment,"medical condition that may interfere with study protocol
             adherence.

          -  Subject has any disorder (excluding illiteracy or visual impairment) that compromises
             the ab",4265433,Visual impairment,visual impairment,MDVI
305,NCT03518346,visual impairment,"on criteria.

        Exclusion Criteria:

          1. History of seizures.

          2. Vision loss or significant visual impairment to the degree that the participant is
             unable to see",4265433,Visual impairment,visual impairment,MDVI
306,NCT01432418,visual impairment," have a rapidly progressive disorder (e.g. amyotrophic lateral sclerosis or terminal
             cancer)

          -  have significant visual impairments (legally blind)

          -  have unstable ",4265433,Visual impairment,visual impairments,MDVI
307,NCT03684850,impaired vision,"  -  superficial wounds at the knee area

          -  arterial insufficiency

          -  severe varicosities

          -  impaired vision

          -  postural difficulties

          -  body-mas",4265433,Visual impairment,impaired vision,MDVI
308,NCT03330236,visual impairment,"lity to communicate in the preoperative period due to illiteracy, language
             difficulties, or significant hearing or visual impairment;

          7. Inability to complete MMSE and delirium",4265433,Visual impairment,visual impairment,MDVI
309,NCT03550339,visual impairment,"    -  right-handed

        Exclusion Criteria:

          -  pregnancy or breast feeding

          -  severe visual impairments, severe scalp skin lesions or intracranial bleeding during
          ",4265433,Visual impairment,visual impairments,MDVI
310,NCT02543060,gingivitis,"dence of:

          -  Have had a dental prophylaxis within 2 weeks of plaque sampling visits;

          -  Have taken antibiotics or used anti-gingivitis / anti-bacterial oral care products
       ",4281516,Gingivitis,anti gingivitis,Acute gingivitis
311,NCT03989427,gingivitis,"cal College

        Exclusion Criteria:

          -  Participants who had systemic diseases

          -  Gingivitis or periodontitis

          -  Use of antibiotics in the past 3 months,

        ",4281516,Gingivitis,gingivitis,Gingivitis
312,NCT02709785,gingivitis,"riteria:

          -  Subjects between the ages of 18 to 80

          -  Subjects with a diagnosis of gingivitis or chronic periodontitis

          -  Entry levels of gingival inflammation and plaq",4281516,Gingivitis,gingivitis,Gingivitis
313,NCT02816593,gingivitis,"ons without
             whitening experience

        Exclusion Criteria:

          -  participants with gingivitis and periodontal disease, the total biofilm accumulation
             greater than ",4281516,Gingivitis,gingivitis,Gingivitis
314,NCT01559987,gingivitis,"lection,
             for definition);

          -  present with one of the following three categories:

          -  BGI-gingivitis: all PD<3mm, BOP>10%;

          -  BGI-periodontitis (P2): 1+ sit",4281516,Gingivitis,bgi gingivitis,Mild gingivitis
315,NCT03873038,gingivitis,"     the last 5 years or severe hemorrhoidal bleed in last 3 months.

          -  Has a history of or current frequent epistaxis within the last 3 months or active
             gingivitis.

         ",4281516,Gingivitis,gingivitis,Gingivitis
316,NCT03087786,gingivitis,"r recurrent disease that could affect the site of application, the
                  action, absorption of the study treatment, or clinical assessment.

               4. Has severe gingivitis, period",4281516,Gingivitis,gingivitis,Gingivitis
317,NCT01548469,gingivitis,"severe suppuration caused by pericoronitis of the wisdom tooth.

          4. Who has hypersensitive conditions caused by Gingivitis or periodontitis.

          5. Who having restorative dentistry or",4281516,Gingivitis,gingivitis,Gingivitis
318,NCT01700348,gingivitis,"          (including aspirin);

          -  have heavy deposits of calculus, either supragingival and/or subgingival;

          -  have severe gingivitis or periodontitis;

          -  have extensi",4281516,Gingivitis,gingivitis,Gingivitis
319,NCT01009554,gingivitis,"           toothpastes and mouthrinses.

          -  History or current evidence of significant oral soft tissue pathology, excluding
             gingivitis, based on the dentist's visual examinatio",4281516,Gingivitis,gingivitis,Gingivitis
320,NCT03847272,macular edema," Miami 9-step scale (or VH >1+ according to SUN
                  classification)

               -  and/or macular edema on OCT (Central retinal thickness ≥ 300 microns)

               -  and/or oth",4290333,Macular retinal edema,macular edema,Macular edema
321,NCT02055911,macular edema,"        -  Patients with Type 1 or Type 2 diabetes mellitus and prior diagnosis of diabetic
             macular edema (DME), who had not undergone any previous treatment, either
             pharmaco",4290333,Macular retinal edema,macular edema,Macular edema
322,NCT04060758,macular oedema," narrow angles. Note: Previous laser peripheral iridotomy is NOT acceptable.

          -  Have a history of or current uveitis, cystoid macular oedema (CME), or cornea oedema
             in the stud",4290333,Macular retinal edema,macular oedema,Macular edema
323,NCT00695682,macular edema," which did not improve with
             conventional therapy

          -  Patients with refractory diabetic macular edema in the study eye which did not improve
             with conventional therap",4290333,Macular retinal edema,macular edema,Macular edema
324,NCT01213888,macular edema,"thickness is acceptable)

          -  No other ocular disease that could be responsible for decreased vision, macular edema
             or could limit macular imaging

        Exclusion Criteria:

 ",4290333,Macular retinal edema,macular edema,Macular edema
325,NCT04018833,macular edema," such as:

          -  significant vitreoretinal interface abnormality on SD-OCT that may contribute to
             macular edema

          -  age-related macular degeneration

          -  retinal",4290333,Macular retinal edema,macular edema,Macular edema
326,NCT03943498,macular edema,"schemic heart disease, cardiac
             arrest, cerebrovascular disease, uncontrolled hypertension, symptomatic bradycardia,
             macular edema, recurrent syncope, severe untreated sleep a",4290333,Macular retinal edema,macular edema,Macular edema
327,NCT03475407,macular edema,"     -  Patients of Non Proliferative Diabetic Retinopathy(NPDR) with clinically significant
             macular edema(CSME)

          -  Patients with Proliferative Diabetic Retinopathy(PDR) with C",4290333,Macular retinal edema,macular edema csme,Macular edema
328,NCT01169779,macular edema,"pretation of the study results difficult,
             history or presence of clinically significant diabetic retinopathy, history or
             presence of macular edema likely to require laser tre",4290333,Macular retinal edema,macular edema,Macular edema
329,NCT01646047,macular edema,"proliferative diabetic retinopathy or severe non-proliferative retinopathy

          -  clinically significant macular edema

          -  corrected visual acuity less than 20/30 in either eye

     ",4290333,Macular retinal edema,macular edema,Macular edema
330,NCT02653963,postoperative complication,"    concomitant procedures such as deep vitrectomy or cataract surgery, and any major
             intra- or postoperative complication which could affect the outcomes of surgery.

          -  Patien",4300243,Postoperative complication,postoperative complication,Postoperative ileus
331,NCT03763084,postoperative complication,"ophen or morphine or to any of the excipients in the IV or oral
                  formulations used.

               8. Subject has intra- or postoperative complications, which in the view of the
    ",4300243,Postoperative complication,postoperative complications,Postoperative ileus
332,NCT00003409,postoperative complication," prior radiotherapy to face, head, or neck Surgery: See
        Disease Characteristics Recovered from prior surgery or postoperative complication Other:
        At least 48 hours since prior MRI scan",4300243,Postoperative complication,postoperative complication,Postoperative ileus
333,NCT02148848,postoperative complication,"   -  Patients who were treated with bipolar hemiarthroplasty for more than 2 weeks

          -  Patients with postoperative complications which affect the postoperative
             rehabilitation p",4300243,Postoperative complication,postoperative complications,Postoperative ileus
334,NCT01424150,postoperative complication,"radical
             hysterectomy, and abdominal incisional hernia repair)

          3. At increased risk of postoperative complications, defined as at least one of the
             following criteri",4300243,Postoperative complication,postoperative complications,Postoperative ileus
335,NCT03547804,postoperative complication,"ntification> 1.0 g;

             9, combined with anastomotic leakage, duodenal stump fistula, pancreatic fistula or
             anastomotic stenosis and other serious postoperative complications;

",4300243,Postoperative complication,postoperative complications,Postoperative ileus
336,NCT02974426,postoperative complication,"r basal cell
             carcinoma of the skin or carcinoma in situ of the cervix within the last 5 years;

          -  Patients with severe postoperative complications; and time to beginning of the",4300243,Postoperative complication,postoperative complications,Postoperative ileus
337,NCT01914406,postoperative complication,"written informed consent for study participation.

        Exclusion Criteria:

        unstable condition postoperative complications, recent severe rejection episodes (>H1R < 3
        month), re-tr",4300243,Postoperative complication,postoperative complications,Postoperative ileus
338,NCT00905645,postoperative complication," Pregnant or lactating

          -  Medical condition that might result in unduly high surgical risk and/or significant
             postoperative complications, in the judgment of the Investigator

",4300243,Postoperative complication,postoperative complications,Postoperative ileus
339,NCT02891083,postoperative complication,"ugh Left thoracic or transhiatal approach, whereby complete
             lymphadenectomy is not achieved;

          2. Patients experienced severe postoperative complication and thus, are unable to
 ",4300243,Postoperative complication,postoperative complication,Postoperative ileus
340,NCT02617368,corneal scar,"xclusion Criteria:

          -  for all study groups:

               -  previous incisional eye surgery

               -  corneal scars and opacities

               -  history of herpetic keratiti",4318992,Corneal scar,corneal scars,Corneal scar
341,NCT01787760,corneal scar,"orneal irregularity in either eye

         13. Strabismus in either eye

         14. Pupil or lid abnormality or infection in either eye

         15. Central corneal scar and aphakia in either eye
",4318992,Corneal scar,corneal scar,Corneal scar
342,NCT03660345,corneal scar,"n of macular edema (e.g., foveal atrophy,
             pigment abnormalities, dense subfoveal hard exudates, a nonretinal condition like
             corneal scarring or advanced optic nerve cupping f",4318992,Corneal scar,corneal scarring,Corneal scar
343,NCT03626376,corneal scar," immune stromal keratitis with or without epithelial
             ulceration, endothelitis, or iridocyclitis and corneal scarring in the central 4mm
             zone.

        Exclusion Criteria:

  ",4318992,Corneal scar,corneal scarring,Corneal scar
344,NCT02412215,corneal scar,"    -  Zonular fibres pathologies (phacodonesis, pseudoexfoliation syndrome)

          -  Irregular astigmatism (corneal scar, keratoconus, pterygium)

          -  Traumatic cataract

          -  P",4318992,Corneal scar,corneal scar,Corneal scar
345,NCT00706940,corneal scar,"ögren's syndrome

          4. Has any clinically significant lid or conjunctival abnormalities, neovascularization,
             corneal scars or corneal opacities;

          5. Has limbal or bulbar",4318992,Corneal scar,corneal scars,Corneal scar
346,NCT01152541,corneal scar,"e(s) to be treated
             that may predispose the eye for future complications

          -  Clinically significant corneal scarring in the CXL treatment zone

          -  Pregnancy (including ",4318992,Corneal scar,corneal scarring,Corneal scar
347,NCT03209505,corneal scar,"         Syndrome, etc.) or significant Dry Eye Syndrome

          8. Has clinically significant corneal vascularization or central corneal scaring

          9. Has active ocular surface infection (",4318992,Corneal scar,corneal vascularization,Corneal scar
348,NCT01809834,corneal scar,"      fluorescein dye;

          -  Has any clinically significant lid or conjunctival abnormalities, neovascularization,
             corneal scars or corneal opacities;

          -  Is aphakic;

 ",4318992,Corneal scar,corneal scars,Corneal scar
349,NCT03951610,corneal scar,"uorescein dye.

          -  Has any clinically significant lid or conjunctival abnormalities, active
             neovascularization or any central corneal scars.

          -  Is aphakic.

         ",4318992,Corneal scar,corneal scars,Corneal scar
350,NCT00399568,pain,"l (spinal or epidural) opioid analgesics prior to or during
             surgery

          -  Moderate to Severe pain at rest

        Exclusion Criteria:

          -  Requires any additional surgic",4329041,Pain,pain,Pain
351,NCT04044729,pain,"nclusion Criteria:

          -  Age between 18-50 yrs.

          -  Chronic musculoskeletal and joint pain for at least 3 months or longer.

          -  Participants must live within a 60 mile radi",4329041,Pain,pain,Pain
352,NCT00541164,pain,"heir primary care physician (PCP) to enroll in
             the study

          -  Regarding weakness, fatigue, and pain, subjects must experience at least two of the
             three symptoms on m",4329041,Pain,pain,Pain
353,NCT00114374,pain,"idepressants, with the exception of trazodone < 100mg/day
             for sleep, or amitriptyline in doses ≤ 50 mg daily for pain. Patients may remain on
             concomitant benzodiazepines (<2 ",4329041,Pain,pain,Pain
354,NCT03342391,pain,"oduced).

          8. EoE has been symptomatic with clinically significant symptoms attributable to EoE
             including dysphagia, abdominal pain or vomiting in the period since endoscopy

   ",4329041,Pain,pain,Pain
355,NCT00376675,pain," BP ≥ 100 mmHg on 2 separate visits ≤ 2 months prior to randomization]; or a
             resting heart rate > 100

          5. Moderate or severe pain as defined by an average daily score ≥ 4 on a p",4329041,Pain,pain,Pain
356,NCT03551587,pain," or slight widening in lamina dura.

        Exclusion Criteria:

          -  Patients on medication for chronic pain.

          -  Patients having significant systemic disorders.

          -  Teet",4329041,Pain,pain,Pain
357,NCT03959059,pain," Single level OVCF in the thoracic and lumbar levels (T10-L4), suffering with severe
             back pain.;

          -  OVCF without damaged vertebral posterior wall and nerve lesion;

          -",4329041,Pain,pain,Pain
358,NCT02123979,pain," categorized as partial-boney or full-boney impactions

               -  Self-report of moderate or severe pain on a categorical scale with a minimum of 5
                  out of 10 on the numerical",4329041,Pain,pain,Pain
359,NCT03960697,mental retardation,"diastolic blood
             pressure > 90 mmHg );

          5. Patients have schizophrenia, epilepsy, Parkinson's disease, mental retardation, or
             hearing impairment.

          6. Patie",40277917,Intellectual disability,mental retardation,BFLS
360,NCT03352375,mental retardation,"astroesophageal regurgitation risk, reactive airway hiatal
             hernia, peripheric vascular disease, mental retardation, neuropsychiatric illness or
             an lung infection during the l",40277917,Intellectual disability,mental retardation,BFLS
361,NCT01962129,mental retardation,"mptomatic relatives have
        to be covered by a national health insurance agency.

        Group 2: Study of the form of syndromic X-linked mental retardation secondary to mutations
        in the",40277917,Intellectual disability,mental retardation,BFLS
362,NCT00070954,mental retardation,"a

          -  Psychotic symptoms

          -  Lifetime history of schizophrenia, schizoaffective disorder, or mental retardation

          -  Diagnosis of anxiety disorder, obsessive-compulsive di",40277917,Intellectual disability,mental retardation,BFLS
363,NCT01911442,intellectual disability," be stable for at least 4
             weeks before screening and consistent throughout the study.

        Exclusion Criteria:

          -  Subjects with profound intellectual disability.

         ",40277917,Intellectual disability,intellectual disability,BSG syndrome
364,NCT01157494,mental retardation," or functional surgery on the plegic UE 6 months prior
             to the video recordings

          -  severe mental retardation attested by the Diagnostic and Statistical Manual of mental
        ",40277917,Intellectual disability,mental retardation,BFLS
365,NCT03452605,mental retardation,"
          -  history or MRI evidence of brain damage, including significant trauma, stroke,
             hydrocephalus, mental retardation, or serious neurological disorder,

          -  significant",40277917,Intellectual disability,mental retardation,BFLS
366,NCT03723876,intellectual disability,"          -  accepted for care at habilitation unit

        Exclusion Criteria:

          -  diagnosed with intellectual disability (F70*-F73*, F78*-F79* in ICD-10)

          -  medium or severe de",40277917,Intellectual disability,intellectual disability,BSG syndrome
367,NCT02963870,intellectual disability,"pt

          -  mental disorders significantly impair the self-assessment questionnaire capacities:
             Intellectual disability, autism spectrum disorder, acute psychotic state and,
        ",40277917,Intellectual disability,intellectual disability,BSG syndrome
