NCT_id,matched_string,manual_string,criteria_string,parent_concept_id,parent_concept_name,w.mod,severity_modifier,severity_term,pre_post,snomed_id,snomed_name,
NCT01866397,epilepsy,,"ir or probenecid.

          -  An expected survival of less than three days.

          -  Known alcohol dependency, epilepsy, pregnancy or liver failure.

          -  Infection with a ganciclovir o",380378,Epilepsy,FALSE,,,,84757009,Epilepsy (disorder),
NCT02276625,epilepsy,,"     study

          -  (hydroxy)chloroquine or mefloquine use

          -  History of any neurological disorder including epilepsy or febrile seizures

          -  Pregnancy or breastfeeding

    ",380378,Epilepsy,FALSE,,,,84757009,Epilepsy (disorder),
NCT01489267,epilepsy,," impaired individuals

          2. Schizophrenics

          3. Patients with severe kidney and liver disease, epilepsy, heart disease, pulmonary
             disease, cardiac arrhythmia, diabetes in",380378,Epilepsy,TRUE,,,,84757009,Epilepsy (disorder),
NCT01050231,epilepsy,,"ical clips or mechanical devices

          -  Metallic hardware on scalp region

          -  prior diagnosis of seizure and epilepsy

          -  severe migraine headache

          -  currently pr",380378,Epilepsy,TRUE,,,,84757009,Epilepsy (disorder),
NCT01777048,epilepsy,,"992)

          4. Those without written parental consent

          5. Those with brain pathology such as serious head injury, epilepsy, and intellectual
             disability (IQ < 70)

          ",380378,Epilepsy,TRUE,,,,84757009,Epilepsy (disorder),
NCT01319344,epilepsy,," Patients with known cerebrovacular disease

          -  Patients with peripheral occlusive artery disease

          -  Patients with history of epilepsy

          -  Patients with severe hepatic d",380378,Epilepsy,TRUE,,,,84757009,Epilepsy (disorder),
NCT00981383,epilepsy,,"ination < 24)

          -  Other neurologic conditions (Parkinson's disease, Huntington's chorea, history of
             epilepsy, birth trauma, significant traumatic brain injury, clinical stroke,
",380378,Epilepsy,TRUE,,,,84757009,Epilepsy (disorder),
NCT03005704,thrombocytopenia,,"     -  Not taking antiplatelet therapy prior to participation

        Exclusion Criteria:

          -  Known thrombocytopenia, other coagulation disorder such as von Willebrand's disease,
         ",432870,Thrombocytopenic disorder,FALSE,,,,302215000,Thrombocytopenic disorder (disorder),
NCT00923013,thrombocytopenia,,"       -  Neutropenia (ANC less than 1000 cells/microl).

          -  Anemia (Hgb less than 10g/dL).

          -  Thrombocytopenia (Plt less than 100,000/microl).

          -  Absolute lymphocyte c",432870,Thrombocytopenic disorder,FALSE,,,,302215000,Thrombocytopenic disorder (disorder),
NCT00829439,thrombocytopenia,,"Stomach or intestinal ulcers - Kidney disease - Hematological problems, including anemia, leucopenia, and thrombocytopenia - Used investigational drugs/intervent",,Thrombocytopenic disorder,FALSE,,,,302215000,Thrombocytopenic disorder (disorder),
NCT00740090,thrombocytopenia,,"o: systemic lupus
        erythematosus, rheumatoid arthritis, multiple sclerosis, Sjogren's syndrome, or autoimmune
        thrombocytopenia.

        Laboratory evidence of possible autoimmune disea",432870,Thrombocytopenic disorder,FALSE,,,,128091003,Autoimmune thrombocytopenia,
NCT01998789,thrombocytopenia,,"olesterolemia (> 350 mg/dL) or hypertriglyceridemia (> 500 mg/dL) within
             30 days prior to baseline.

          -  Thrombocytopenia (platelets < 50,000/mm3)

          -  Absolute neutroph",432870,Thrombocytopenic disorder,FALSE,,,,302215000,Thrombocytopenic disorder (disorder),
NCT03980548,thrombocytopenia,,"urs.

        -

        Exclusion Criteria:

          1. General exclusion criteria will be a known history of leucopenia, thrombocytopenia, or
             severe hepatic or renal dysfunction, as w",432870,Thrombocytopenic disorder,TRUE,,,,302215000,Thrombocytopenic disorder (disorder),
NCT02074358,thrombocytopenia,," 2 weeks prior to dosing

          -  History of any severe drug allergy including allergy to Heparin or history of
             Heparin-induced thrombocytopenia, hypersensitivity to PCCs or Factor X",432870,Thrombocytopenic disorder,TRUE,,,,73397007,Heparin-induced thrombocytopenia (disorder),
NCT03786757,thrombocytopenia,,"Clinically significant gastrointestinal bleeding within 12 months before
                  randomization;

               4. Thrombocytopenia, unknown severe anemia at screening or pre-randomization;
",432870,Thrombocytopenic disorder,TRUE,,,,302215000,Thrombocytopenic disorder (disorder),
NCT03887026,thrombocytopenia,,"BV), or hepatitis C (HCV)
             antibody screen

          -  Any clinically significant abnormal laboratory or ECG test. Presence of
             thrombocytopenia at screening is exclusionary
",432870,Thrombocytopenic disorder,TRUE,,,,302215000,Thrombocytopenic disorder (disorder),
NCT02387723,thrombocytopenia,,"1 L/min, moderate to
             severe claudication or morbid obesity

          6. Clinical significant anaemia, leukopenia, leukocytosis or thrombocytopenia

          7. Clinically significant ab",432870,Thrombocytopenic disorder,TRUE,,,,302215000,Thrombocytopenic disorder (disorder),
NCT03014908,obesity,obesity,"riteria:

          -  aged between 8 and 18

          -  normal-weight according to the International Obesity Task Force (IOTF) BMI criteria

          -  fasted for at least 8 hours.

        Exclu",433736,Obesity,FALSE,,,,414916001,Obesity (disorder),
NCT00800852,obesity,,"nclusion Criteria:

          -  children with Prader-willi syndrome

          -  children with simple obesity

        Exclusion Criteria:

          -  subjects with diabetes mellitus (fasting plas",433736,Obesity,FALSE,,,,415530009,Simple obesity (disorder),
NCT01920672,obesity,,"mal pressure hydrocephalus, Parkinson's disease, advanced
             heart failure (New York Heart Stage 3-4), morbid obesity (BMI > 35), and indications
             of restless legs syndrome or pe",433736,Obesity,FALSE,,,,238136002,Morbid obesity (disorder),
NCT03136835,obesity,,"/ comfort care

          -  Normal exclusions for MRI (e.g. claustrophobia, cardiac pacemaker, etc.)

          -  Obesity

          -  Infections/ anemia

          -  Smoker

          -  Serious ",433736,Obesity,FALSE,,,,414916001,Obesity (disorder),
NCT01814735,adiposity,,"t circumference ≥ 90cm if male and ≥ 80cm if female (India-specific cutpoints for
             abdominal adiposity)

          3. Daily rice consumption (≥200grams/day, > ~2cups/day) as determined by ",433736,Obesity,FALSE,,,,414916001,Obesity (disorder),
NCT04050969,obesity,," lipids unachievable with diet and
                  maximum doses of lipid lowering medications).

               -  Obesity-induced cardiomyopathy.

               -  Clinically significant obstruct",433736,Obesity,TRUE,,,,414916001,Obesity (disorder),
NCT00654381,obesity,,"patic function

          3. History of severe allergy/hypersensitivity

          4. Treatment with anti-diabetic, anti obesity drugs, etc 3 months before Visit 1

          5. Fasting blood glucose ",433736,Obesity,TRUE,,,,414916001,Obesity (disorder),
NCT01872754,obesity,,"atient considered ""full stomach"": Diabetes with
                  autonomic dysfunction, severe gastroesophageal reflux, severe obesity and morbid
                  hiatal hernia and any other situati",433736,Obesity,TRUE,,,,83911000119104,Severe obesity (disorder),
NCT02430558,obesity,,"ul symptoms (subjective IKDC < 65,
                  no improvement for 3 months)

               -  No significant obesity (BMI < 30)

               -  Accompanying ligamentous and meniscal lesions,",433736,Obesity,TRUE,,,,414916001,Obesity (disorder),
NCT02116335,obesity,," than 16 kg/m2 (severely and very severely underweight) or that is
             greater than 40 kg/m2 (Class III obesity)

          -  Having evidence of cardiovascular, pulmonary, renal, hepatic, ce",433736,Obesity,TRUE,,,,414916001,Obesity (disorder),
NCT02345018,hemophilia a,,"on

          9. Coagulant disorders or increased risk for thrombo-embolic complications: known
             coagulant disorders such as hemophilia A, hemophilia B, Von Willebrand disease,
           ",434007,Hereditary factor VIII deficiency disease,FALSE,,,,28293008,Hereditary factor VIII deficiency disease (disorder),
NCT02718677,hemophilia a,,"clinically documented during a 6 months period] and
             without inhibitors) male subjects with hemophilia A receiving routine prophylaxis
             treatment.

          2. Age:

         ",434007,Hereditary factor VIII deficiency disease,FALSE,,,,28293008,Hereditary factor VIII deficiency disease (disorder),
NCT01891461,hemophilia a,,"          -  Participation in any other pharmaceutical or clinical investigation

               -  Bleeding disorders (Hemophilia A, Hemophilia B, Von Willebrand disease, factor
                  VII",434007,Hereditary factor VIII deficiency disease,FALSE,,,,28293008,Hereditary factor VIII deficiency disease (disorder),
NCT02585635,haemophilia a,,"sion Criteria:

          -  People will be eligible to participate in the family survey if they have haemophilia A
             or B and are aged between 14 and 17 years, or if they are the parent of",434007,Hereditary factor VIII deficiency disease,FALSE,,,,28293008,Hereditary factor VIII deficiency disease (disorder),
NCT04055051,hemophilia a,,"ollowing inclusion criteria are eligible for
        enrollment into the study:

          1. Congenital hemophilia A or B of any severity, who have and have not undergone a liver
             transpl",434007,Hereditary factor VIII deficiency disease,FALSE,,,,28293008,Hereditary factor VIII deficiency disease (disorder),
NCT00916032,hemophilia a,,"ening

          -  Participant has provided signed informed consent

          -  Participant has severe hemophilia A, defined by a baseline FVIII level < 1% of normal,
             as tested at scre",434007,Hereditary factor VIII deficiency disease,TRUE,,,,16872008,Severe hemophilia A,
NCT03741881,haemophilia a,," time of signing informed consent.

          -  Severe (FVIII [factor 8] activity less than 1%) congenital haemophilia A or severe
             (FIX [factor 9] activity less than 1%) congenital haemo",434007,Hereditary factor VIII deficiency disease,TRUE,,,,16872008,Severe hemophilia A,
NCT02615691,hemophilia a,,"855 or
             plasma transfusion at any time prior to screening

          3. Participant has severe hemophilia A (Factor VIII (FVIII) < 1%) as determined by the
             central laboratory,",434007,Hereditary factor VIII deficiency disease,TRUE,,,,16872008,Severe hemophilia A,
NCT00759655,hemophilia a,,"usion Criteria:

          -  Male patients less than 6 years of age with moderately severe to severe hemophilia A
             (FVIII less than or equal to 2%).

          -  Treatment history of les",434007,Hereditary factor VIII deficiency disease,TRUE,,,,16872008,Severe hemophilia A,
NCT02137850,haemophilia a,,"-  Male, age below 6 years of age at the time of signing informed consent

          -  Diagnosis of severe haemophilia A (FVIII activity level 1%) based on medical records
             or central lab",434007,Hereditary factor VIII deficiency disease,TRUE,,,,16872008,Severe hemophilia A,
NCT02216630,alcohol dependence,," study results

          -  Subjects on chronic immunosuppressive or chemotherapeutic therapy

          -  Known drug or alcohol dependence or any other factors which will interfere with the
       ",435243,Alcohol dependence,FALSE,,,,66590003,Alcohol dependence (disorder),
NCT03659305,alcohol dependence,,"urgical procedures including appendectomy in the last 12 weeks prior to the
             signing of the informed consent.

          -  History of drug or alcohol dependence - regular intake of more t",435243,Alcohol dependence,FALSE,,,,66590003,Alcohol dependence (disorder),
NCT02623205,alcohol dependence,,"ppliances, or presence of shrapnel.

          9. Bipolar Disorder

         10. Lifetime history of psychosis

         11. Current drug or alcohol dependence or abuse (excluding nicotine) - within 6",435243,Alcohol dependence,FALSE,,,,66590003,Alcohol dependence (disorder),
NCT00592254,alcohol dependence,,"actation

          5. Subjects with a known recent history (within the past 6 months) of illicit drug or
             alcohol dependence

          6. Sensory difficulties such as deafness or blindne",435243,Alcohol dependence,FALSE,,,,66590003,Alcohol dependence (disorder),
NCT02643264,alcohol dependence,,"        1. Age 18 - 65

          2. Current Diagnostic and Statistical Manual (DSM-IV-TR) diagnosis of alcohol dependence

          3. Alcohol use in the past month

          4. Right handed (self-",435243,Alcohol dependence,FALSE,,,,66590003,Alcohol dependence (disorder),
NCT03595293,alcohol dependence,,"ment Center residential patients with alcohol use disorder, moderate to
             severe (equivalent to Alcohol Dependence in DSM-IV-TR), or prescription opioid use
             disorder (pOUD)

  ",435243,Alcohol dependence,TRUE,,,,66590003,Alcohol dependence (disorder),
NCT01420211,alcohol dependence,,"diseases which could affect drug metabolism or elimination

          -  history of any serious psychological disorder

          -  drug or alcohol dependence

          -  positive drug or alcohol s",435243,Alcohol dependence,TRUE,,,,66590003,Alcohol dependence (disorder),
NCT00535002,alcohol dependence,,"    dependence, this would seriously compromise the feasibility of recruitment.
             Individuals with alcohol dependence will be excluded. However because of the high
             comorbidity ",435243,Alcohol dependence,TRUE,,,,66590003,Alcohol dependence (disorder),
NCT02836067,alcohol dependence,,". Spirometry criteria FEV1/FVC < 0.7 (definition of COPD) and GOLD (severe-very severe)
             Stage 3 or 4 within past 12 months

          9. A history of alcohol dependence within the 6 month",435243,Alcohol dependence,TRUE,,,,66590003,Alcohol dependence (disorder),
NCT02728063,chronic alcoholism,,"c, pulmonary,
             hepatic, renal, hematologic, neoplastic, or infectious);

          -  With acute or severe chronic disease (chronic alcoholism, drug addiction) found
             incompati",435243,Alcohol dependence,TRUE,,,,66590003,Alcohol dependence (disorder),
NCT02410720,dehydration,," clearance <30 mL/minute)

          -  Severe congestive heart failure (New York Heart Association [NYHA] class III or IV)

          -  Dehydration

          -  Laxative use or dependency

        ",435796,Dehydration,FALSE,,,,34095006,Dehydration (disorder),
NCT01724801,dehydration,," of liver metastases,
        or < 5 x ULN in case of liver metastases.

        The symptoms of increased intracranial pressure are uncontrolled after dehydration and
        cortisone treatment.

  ",435796,Dehydration,FALSE,,,,34095006,Dehydration (disorder),
NCT00683982,dehydration,,"le for rotavirus test

        Exclusion Criteria:

          -  Severe malnourishment

          -  Severe dehydration

          -  History of diarrhea more than 3 days previous hospitalization

   ",435796,Dehydration,FALSE,,,,450316000,Severe dehydration (disorder),
NCT00120744,dehydration,,"ious and non-bloody vomiting within 4 hours of triage

          -  Diarrhea

          -  Mild to moderate dehydration

        Exclusion Criteria:

          -  Weight less than 8 kilograms

       ",435796,Dehydration,FALSE,,,,34095006,Dehydration (disorder),
NCT01992900,dehydration,," height <70% of the median National Center
             for Health Statistics(NCHS)/WHO reference).

          -  Severe vomiting or dehydration.

          -  Presence of jaundice.

          -  Know",435796,Dehydration,FALSE,,,,450316000,Severe dehydration (disorder),
NCT03452306,dehydration,,"orm.

          -  ECG or vital signs abnormalities (clinically significant).

          -  Positive testing for alcohol, drugs, pregnancy.

          -  Dehydration due to diarrhea, vomiting, or othe",435796,Dehydration,TRUE,,,,34095006,Dehydration (disorder),
NCT00267293,dehydration,,"ellitis, renal dysfunction, hepatic dysfunction, or
             thrombocytopenia.

          -  Presence of moderate or severe dehydration.

          -  Inclusion in the trial on 3 previous occasion",435796,Dehydration,TRUE,,,,450316000,Severe dehydration (disorder),
NCT01755559,dehydration,," (i.e. measles,
             acute lower respiratory tract infection, otitis media, tonsillitis, abscess, severe
             diarrhoea with dehydration, etc.)

          -  History of a full treatmen",435796,Dehydration,TRUE,,,,34095006,Dehydration (disorder),
NCT01715207,dehydration,,"cipients

          8. Elevation of serum creatinine during follow-up (> 30% than baseline)

          9. Diarrhea, resulting severe dehydration

         10. Development of gout or ureter stone

    ",435796,Dehydration,TRUE,,,,450316000,Severe dehydration (disorder),
NCT04041791,dehydration,," first-line antibiotics
             for severe pneumonia such as readmission or meningitis

          -  Shock due to dehydration or severe dehydration (based on WHO definitions (5))
             req",435796,Dehydration,TRUE,,,,450316000,Severe dehydration (disorder),
NCT03304392,psychosis,,"gh suicide risk

          -  suicide attempt or hospitalization in the last year

          -  primary problems with psychosis, alcohol or drug problems, mania

          -  currently receiving activ",436073,Psychotic disorder,FALSE,,,,69322001,Psychotic disorder (disorder),
NCT02793856,psychosis,,"anticoagulation

          -  Blood-borne infectious disease, e.g. hepatitis B

          -  History of mandatory custody because of psychosis or other psychological disease
             inappropriate",436073,Psychotic disorder,FALSE,,,,69322001,Psychotic disorder (disorder),
NCT03567356,psychosis,,"usion Criteria:

          -  LFTs > 5x ULN

          -  Psychiatric or medical instability (eg suicidality, psychosis. Sickle Cell disease
             with frequent crises, etc) that would preclude",436073,Psychotic disorder,FALSE,,,,69322001,Psychotic disorder (disorder),
NCT03661125,psychosis,,"         clinical assessments.

          -  Refuses to be withdrawn from quetiapine (see section 4.7).

          -  Has a family history of psychosis in a first degree relative

          -  Has poo",436073,Psychotic disorder,FALSE,,,,69322001,Psychotic disorder (disorder),
NCT02293057,psychosis,,"rovider (as determined through referral partner);

          3. observable cognitive or developmental delays or active psychosis that would interfere
             with completing consent, assessment o",436073,Psychotic disorder,FALSE,,,,69322001,Psychotic disorder (disorder),
NCT03396367,psychotic disorder,," communicate in English

        Exclusion Criteria:

          -  Unstable, serious psychiatric symptoms (assessed by the Psychotic Disorder subsection
             of the Structured Clinical Intervi",436073,Psychotic disorder,TRUE,,,,69322001,Psychotic disorder (disorder),
NCT04094922,psychotic disorder,,"one able to run PTSD Coach app

        Exclusion Criteria:

          -  Positive screening for bipolar disorder, psychotic disorder, ongoing substance
             disorder, or severe suicidality ac",436073,Psychotic disorder,TRUE,,,,69322001,Psychotic disorder (disorder),
NCT02641028,psychotic disorder,,", assessment or
             treatment in any significant fashion

          3. Any lifetime history of bipolar I, II; schizophrenia or any other psychotic disorders;
             personality disorder",436073,Psychotic disorder,TRUE,,,,69322001,Psychotic disorder (disorder),
NCT03509844,psychotic disorder,,"   PTSD in International Classification of Diseases (ICD-11)

        Exclusion Criteria:

          -  severe psychotic disorder

          -  dissociative identity disorder (DID)

          -  activ",436073,Psychotic disorder,TRUE,,,,69322001,Psychotic disorder (disorder),
NCT01716325,psychosis,,"bile phone

          -  No internet access

          -  Known hospitalization for severe psychiatric disorders (schizophrenia, psychosis)

          -  Known history of eating disorders (anorexia, b",436073,Psychotic disorder,TRUE,,,,69322001,Psychotic disorder (disorder),
NCT01948908,developmental delay,,"blood) that cannot be readily
             cleared

          -  Inability to speak English or Spanish

          -  Developmental delay, psychiatric illness, neurologic impairment, or altered mental
",436077,Developmental delay,FALSE,,,,248290002,Developmental delay (disorder),
NCT01354028,developmental delay,,"le and/or unable to be moved from the infant warmer

          -  Severe congenital anomalies likely to be associated with developmental delay

          -  Apgar score of ≤ 3 at 5 minutes of age

   ",436077,Developmental delay,FALSE,,,,248290002,Developmental delay (disorder),
NCT03675321,developmental delay,,"ition that may explain symptoms

          -  Taking a medication that may explain symptoms

          -  Significant developmental delays

          -  Patients treated with a new drug affecting the ",436077,Developmental delay,FALSE,,,,248290002,Developmental delay (disorder),
NCT01267136,developmental delay,," consistency.

        Exclusion Criteria:

          -  Child cannot self-assess pain due to conditions such as developmental delays,
             chromosomal abnormalities, and other syndromes.

   ",436077,Developmental delay,FALSE,,,,248290002,Developmental delay (disorder),
NCT02344784,developmental delay,,"eriment.

        Exclusion Criteria:

          1. Autism.

          2. Chronic neurological diseases.

          3. Developmental delay.

          4. Psychotic or major effective disorder (psychot",436077,Developmental delay,FALSE,,,,248290002,Developmental delay (disorder),
NCT02515383,developmental delay,,"physician, that would preclude
             participation in the study.

          2. Diagnosis of active psychosis, developmental delay, or severe cognitive impairment as
             determined by p",436077,Developmental delay,TRUE,,,,248290002,Developmental delay (disorder),
NCT00763243,developmental delay,,"and language competence to complete basic word and
             sentence repetition tasks,

          -  no significant developmental delay or neurological condition that, in the opinion of
          ",436077,Developmental delay,TRUE,,,,248290002,Developmental delay (disorder),
NCT02223650,developmental delay,,"s, or central retina

          -  Gestational age ≥ 32 weeks

          -  Birth weight > 1500 grams

          -  No Down syndrome or cerebral palsy

          -  No severe developmental delay which",436077,Developmental delay,TRUE,,,,248290002,Developmental delay (disorder),
NCT03786224,developmental delay,," for outpatient level of
             care, in the opinion of the investigator.

        Exclusion Criteria:

        - Any severe developmental delays (including, but not limited to, Autism Spectrum ",436077,Developmental delay,TRUE,,,,248290002,Developmental delay (disorder),
NCT03134950,developmental delay,,"           Inflammatory Bowel Diseases such as Ulcerative Colitis and Chron's Disease)

          -  documented developmental delay, severe cognitive impairment, or a thought disorder

          -  ev",436077,Developmental delay,TRUE,,,,248290002,Developmental delay (disorder),
NCT00940693,bipolar disorder,,"aceptive methods

          -  Suicide or homicide risk

          -  Organic brain syndrome

          -  Any diagnosis of lifetime bipolar disorder or psychotic disorder, and any actual
            ",436665,Bipolar disorder,FALSE,,,,13746004,Bipolar disorder (disorder),
NCT03406702,bipolar disorder,,"r myoclonic seizures are eligible for the study.

          3. Inadequately treated psychotic or mood disorder (e.g., schizophrenia, major
             depression, bipolar disorder).

          4. Pre",436665,Bipolar disorder,FALSE,,,,13746004,Bipolar disorder (disorder),
NCT03913975,bipolar disorder,,"thy female athlete

        Exclusion Criteria:

          -  Any psychiatric disorder, e.g., depression, bipolar disorder, schizophrenic disorder,
             etc. as determined by clinical evaluati",436665,Bipolar disorder,FALSE,,,,13746004,Bipolar disorder (disorder),
NCT02358343,bipolar disorder,,"depressant drugs;

          3. Evidence of cognitive impairment on Mini-Cog;

          4. Present or past psychosis or bipolar disorder I or II on the MINI;

          5. Alcohol or substance abuse ",436665,Bipolar disorder,FALSE,,,,13746004,Bipolar disorder (disorder),
NCT00223639,bipolar disorder,,"c interview using the Structured Clinical Interview for DSM-IV.

          -  Acute or chronic organic brain syndrome, schizophrenia, bipolar disorder, or any
             psychotic disorder.

       ",436665,Bipolar disorder,FALSE,,,,13746004,Bipolar disorder (disorder),
NCT03884933,bipolar disorder,,"ed on Deslespaul's
        conceptualisation of SMI:

          1. meets criteria for (and presence of) bipolar disorder, severe major depression,
             schizophrenia, schizophreniform, and sch",436665,Bipolar disorder,TRUE,,,,13746004,Bipolar disorder (disorder),
NCT03043261,bipolar disorder,,"dy
             participation (assessment, online interactive learning)

          -  History or presence of psychoses, bipolar disorder, and/or severe personality
             disorders as evaluated ",436665,Bipolar disorder,TRUE,,,,13746004,Bipolar disorder (disorder),
NCT00926588,bipolar disorder,," do not speak English;

          -  have moderately severe cognitive impairment;

          -  have schizophrenia, bipolar disorder, or other psychosis;

          -  are actively suicidal;

        ",436665,Bipolar disorder,TRUE,,,,13746004,Bipolar disorder (disorder),
NCT03706001,bipolar disorder,,"     -  Combine with any type of malignant tumor;

          -  Combine with other serious mental illnesses such as bipolar disorder, schizophrenia,
             schizophrenia-like illness, severe dem",436665,Bipolar disorder,TRUE,,,,13746004,Bipolar disorder (disorder),
NCT02037022,bipolar disorder,," of age or older

        Exclusion Criteria:

          -  Current or lifetime diagnosis of severe psychiatric disorder, such as bipolar disorder

          -  Receiving in-home Applied Behavior Anal",436665,Bipolar disorder,TRUE,,,,13746004,Bipolar disorder (disorder),
NCT04139876,bleeding,,"usion Criteria:

          -  The patient has Grade III-IV haemorrhoids or Grade II haemorrhoids with bleeding
             resistant to rubber band ligation or sclerotherapy

          -  The patient",437312,Bleeding,FALSE,,,,51551000,Bleeding hemorrhoids (disorder),
NCT01994902,bleeding,,"rtical hormone) systemically or locally in the peristomal area.

          5. Currently suffering from peristomal skin problems i.e. bleeding or broken (weeping)
             skin.

          6. Are c",437312,Bleeding,FALSE,,,,50960005,Hemorrhage (morphologic abnormality),
NCT00563758,bleeding,,"een performed
             within the past 5 years. In addition, there should not be history or evidence of
             weight loss, anemia or rectal bleeding since the evaluation was performed.

   ",437312,Bleeding,FALSE,,,,12063002,Rectal hemorrhage (disorder),
NCT00396292,bleeding,,"ion to oral or IV iron (VIT-45)

          -  Documented history of discontinuing oral iron

          -  Significant bleeding

          -  History of anemia other that iron deficiency anemia

      ",437312,Bleeding,FALSE,,,,50960005,Hemorrhage (morphologic abnormality),
NCT03707639,bleeding,," ≥3 months. With normal electrocardiogram results and no history of
        congestive heart failure.

        Without bleeding and thrombosis disease. With normal coagulation function: activated
    ",437312,Bleeding,FALSE,,,,50960005,Hemorrhage (morphologic abnormality),
NCT00502086,bleeding,," related to severe
             liver failure (hepatic encephalopathy, hepatorenal syndrome, gastrointestinal
             bleeding, serum bilirubin level greater than 5 mg/dL, international normalize",437312,Bleeding,TRUE,,,,74474003,Gastrointestinal hemorrhage (disorder),
NCT00597402,bleeding,,"infarction within 6 months

          -  History of stroke within 6 months

          -  Clinically significant peripheral vascular disease

          -  Evidence of bleeding diathesis

          -  C",437312,Bleeding,TRUE,,,,64779008,Blood coagulation disorder (disorder),
NCT00003107,hemorrhage,,"ed hyper or hypothyroidism No Cushing's disease
        Gastrointestinal: No clinically significant gastrointestinal hemorrhages No uncontrolled
        peptic ulcer disease No history of inflammatory",437312,Bleeding,TRUE,,,,74474003,Gastrointestinal hemorrhage (disorder),
NCT01100879,bleeding,," g/L.

          -  Known chronic renal failure, glomerular filtration rate <30 mL/min/m2.

          -  Recent (within last 4 weeks) significant bleeding/surgery, defined as drop in Hb of ≥2
        ",437312,Bleeding,TRUE,,,,50960005,Hemorrhage (morphologic abnormality),
NCT01800240,bleeding,,"          -  History of significant blood loss due to any reason, including blood donation in the
             past 3 months.

          -  History of pre-existing bleeding disorder.

          -  Exi",437312,Bleeding,TRUE,,,,50960005,Hemorrhage (morphologic abnormality),
NCT00962845,malaria,,"systemic lupus erythematosus

          -  No concurrent disease-modifying anti-rheumatic drugs

          -  No concurrent hydroxychloroquine for treatment or prophylaxis of malaria

          -  No ",438067,Malaria,FALSE,,,,61462000,Malaria (disorder),
NCT02511353,malaria,,"iteria:

          -  Symptomatic, uncomplicated Plasmodium falciparum infection

          -  Positive malaria microscopy or malaria RDT (pLDH)

          -  Age: 18-50 years

          -  Provide wr",438067,Malaria,FALSE,,,,61462000,Malaria (disorder),
NCT02859350,malaria,,"lunteers, parents or legal representatives and relevant assent for children
             participants as applicable.

          -  Free from malaria parasitemia by blood smear at enrollment and by PCR",438067,Malaria,FALSE,,,,61462000,Malaria (disorder),
NCT01107145,malaria,," or mixed infection/ parasitemia (P. vivax and
             another species of Plasmodium, i.e. P. vivax, P. ovale, or P. malariae)

          -  History of allergy or hypersensitivity to intervention",438067,Malaria,FALSE,,,,61462000,Malaria (disorder),
NCT02004574,malaria,,"tus on
             the treatment area

         19. Planned initiation of, or changes to, concomitant medication that could affect
             psoriasis vulgaris (e.g. beta blockers, anti-malarials,",438067,Malaria,FALSE,,,,61462000,Malaria (disorder),
NCT02535767,malaria,,"R2000 G6PD qualitative test

        Exclusion Criteria:

          -  Moderate to severe anemia (Hb < 10 g/dL)

          -  Malaria infection by blood smear

          -  Individuals with known posi",438067,Malaria,TRUE,,,,61462000,Malaria (disorder),
NCT01758159,malaria,," last 4 months

        Exclusion Criteria:

          -  With severe anemia (Hemoglobin < 50g/L)

          -  Malaria test positive with Immuno-chromatographic test (ICT)

          -  Mothers/ Care",438067,Malaria,TRUE,,,,61462000,Malaria (disorder),
NCT00386750,malaria,,"f fever (temperature ≥ 37.5°C)

        Exclusion Criteria

          -  Signs/symptoms of severe/complicated malaria

          -  Ingestion of various antimalarial drugs, or antibiotics in the previ",438067,Malaria,TRUE,,,,61462000,Malaria (disorder),
NCT01052584,malaria,,"blood draws and return visits.

        Exclusion Criteria:

          -  General danger signs or symptoms of severe malaria

          -  Signs or symptoms of severe malnutrition, defined as weight-f",438067,Malaria,TRUE,,,,61462000,Malaria (disorder),
NCT01156896,malaria,,";

          -  body weight <65 kg.

        Exclusion Criteria:

          -  presence of severe or complicated malaria as defined by WHO criteria;

          -  clinical evidence of ill health or a ",438067,Malaria,TRUE,,,,61462000,Malaria (disorder),
NCT01973114,vertigo,,"and 70dB

          -  Speech discrimination score in silence: No better than 85%

          -  At least three vertigo attacks (lasting ≥ 20 minutes) during the last three months
             prior to",439383,Vertigo,FALSE,,,,399153001,Vertigo (finding),
NCT03089021,vertigo,,"   -  Fibromyalgia pain syndrome.

               -  Previous neck surgery.

               -  Neck pain associate with vertigo caused by vertebrobasilar insufficiency or
                  chronic hea",439383,Vertigo,FALSE,,,,399153001,Vertigo (finding),
NCT00765336,vertigo,,"dietary supplements containing aluminum, calcium, iron, or
             magnesium

          -  History of vestibular incidents including vertigo, lightheadedness, nausea, or
             vomiting wit",439383,Vertigo,FALSE,,,,399153001,Vertigo (finding),
NCT01698086,vertigo,,"us),
             peripheral vestibular disorders (unilateral/bilateral vestibular hypofunction: benign
             positional paroxysmal vertigo, Meniere's disease, acoustic neuroma)

          -  d",439383,Vertigo,FALSE,,,,111541001,Benign paroxysmal positional vertigo (disorder),
NCT00581659,vertigo,,"er implanted within last 6 months

          -  known seizure disorder or epilepsy

          -  Meniere's disease or any inner ear, vertigo, hearing, or balance conditions

          -  known narcole",439383,Vertigo,FALSE,,,,399153001,Vertigo (finding),
NCT00938145,vertigo,,"f this trial.

          -  Patients who exhibit noticeable anxiety and/or claustrophobia or who exhibit severe
             vertigo when they are moved into the MR.

          -  Patients with sickle",439383,Vertigo,TRUE,,,,103298005,Severe vertigo (finding),
