"NCT_id","matched_string","criteria_string","parent_concept_id","parent_concept_name","w.mod"
"NCT04032067","lower urinary tract symptoms","erplasia

               1. A volume of prostate gland (TRUS) > 30 cc

               2. Moderate to severe lower urinary tract symptoms with IPSS ≥ 13

               3. 5-15 mL/sec of maximum flow r",443350,"Lower urinary tract symptoms",TRUE
"NCT01657409","lower urinary tract symptoms","e hospital.

        Exclusion Criteria:

          -  Use of antimuscarinic agent and effective in treatment of lower urinary tract symptoms

          -  Patients with severe cardiopulmonary disease",443350,"Lower urinary tract symptoms",TRUE
"NCT01881516","cognitive dysfunction","SCLC;

          -  ECOG 3~4;

          -  Pregnant woman;

          -  >65 or <18 years old;

          -  Patients with evidence of any cognitive dysfunction that would limit their abilities
     ",443432,"Impaired cognition",FALSE
"NCT02265848","cognitive impairment","         3. Subject pain scores >5 on NPRS

        Exclusion Criteria:

          1. Currently diagnosed with cognitive impairment, or exhibits any characteristic, that
             would limit study",443432,"Impaired cognition",FALSE
"NCT02051608","cognitive deficit","       -  History or presence of systemic autoimmune disorders potentially causing progressive
             neurologic disease with associated cognitive deficits

          -  History of schizophrenia",443432,"Impaired cognition",FALSE
"NCT04077541","cognitive dysfunction","ne and access to the Internet

        Exclusion Criteria:

          -  Discharged within 24 hours

          -  Cognitive dysfunction and unable to provide formal consent

          -  Severe brain ",443432,"Impaired cognition",FALSE
"NCT01301040","cognitive dysfunction","ancer diagnosis of the patients to be fit enough to complete
                  the questionnaires

               -  to be French speaking

               -  to be free of any cognitive dysfunction.

",443432,"Impaired cognition",FALSE
"NCT00079807","cognitive impairment","cologic treatment for 12 weeks prior to
             enrollment

        Exclusion Criteria:

          -  Any significant cognitive impairment or psychosis

          -  Pregnancy or anticipated preg",443432,"Impaired cognition",TRUE
"NCT03720821","cognitive impairment","          -  Lack of email/lack of basic computer skills

          -  Diagnosed Alzheimer's or documented severe cognitive impairment

          -  Severely impaired vision or color blindness

      ",443432,"Impaired cognition",TRUE
"NCT00937001","cognitive deficit","nown brain lesions, traumatic brain
             injury, cerebrovascular accidents with resultant moderate to severe cognitive deficits
             or ADL dependency, Parkinson's disease, Huntington'",443432,"Impaired cognition",TRUE
"NCT00283881","cognitive deficit","erebellum or brainstem,

          -  have a history of alcohol or drug abuse or severe language disturbances or serious
             cognitive deficits,

          -  have uncontrolled medical proble",443432,"Impaired cognition",TRUE
"NCT03393351","cognitive impairment","ears

          -  German-speaking

        Exclusion Criteria for participating patients:

          -  severe cognitive impairment

        Inclusion Criteria for participating health care professio",443432,"Impaired cognition",TRUE
"NCT03178006","acute disease","ween 18-24.9 kg / m2 without diabetes or altered glucose tolerance

        Exclusion Criteria:

          -  Acute disease

          -  Chronic pulmonary, cardiovascular, haematological, gastrointes",443883,"Acute disease",FALSE
"NCT03701438","acute disease","ccine including egg and chicken
             protein, or history of hypersensitivity to a previous dose of an influenza vaccine

          -  Acute disease and/or fever at the time of baseline blood d",443883,"Acute disease",FALSE
"NCT01106092","acute disease"," -  collapse or shock-like state within 48 hours of vaccination,

               -  convulsions with or without fever, occurring within 3 days of vaccination.

          -  Acute disease and/or fever ",443883,"Acute disease",FALSE
"NCT00001464","acute disease","NCLUSION CRITERIA:

        History - good overall health without history of recent (within 3 months) acute disease;

        Physical examination within normal limits;

        Laboratory evaluation;",443883,"Acute disease",FALSE
"NCT02838914","acute disease","up tests and evaluation procedures.

          4. Aged 18-80 years.

        Exclusion Criteria:

          1. With acute diseases, such as acute phase after myocardial infarction (within 3
          ",443883,"Acute disease",FALSE
"NCT02888418","acute disease","r or kidney disease, cardiovascular disease, severe
             hypertension, diabetes, cancer, all kinds of infectious disease and acute disease or
             in acute attack period of chronic dis",443883,"Acute disease",TRUE
"NCT00287469","acute disease","
          -  Major congenital defects or serious chronic illness.

          -  History of any neurologic disorders or seizures.

          -  Acute disease at the time of enrollment. Acute disease w",443883,"Acute disease",TRUE
"NCT02981836","acute disease","Severe malnutrition, congenital malformation, developmental disorders, or serious
             chronic diseases;

          -  Acute disease or acute stage of chronic disease within 7 days prior to st",443883,"Acute disease",TRUE
"NCT01218308","acute disease","ine; or a history of severe adverse
             reaction to a previous influenza vaccine.

          -  Fever at the time of enrolment.

          -  Acute disease at the time of enrolment.

        ",443883,"Acute disease",TRUE
"NCT02009748","acute disease","min/1.73m²

          -  Any disease with an estimated life expectancy below 1 year

          -  Any clinically significant acute disease requiring drug treatment

          -  Anticipated chemothera",443883,"Acute disease",TRUE
"NCT03679000","genetic disease","        -  Congenital azoospermia

               -  Ejaculation dysfunction

               -  Family history of genetic diseases

          4. Acquired diseases

               -  Genitourinary infe",443916,"Hereditary disease",FALSE
"NCT02917863","genetic disease","    -  Patients with celiac disease, type I diabetes or other known autoimmune diseases

          -  Patients with genetic diseases or syndromes, such as Down, Williams-Beuren, Turner

          -  A",443916,"Hereditary disease",FALSE
"NCT01703728","genetic disease"," to the use of gonadotropins or current pregnancy diagnosed by the
             clinician.

          -  Recurrent miscarriages, known genetic disease of one of the partners or indication of
         ",443916,"Hereditary disease",FALSE
"NCT02975986","genetic disease"," SPECT/CT, pregnancy, breastfeeding, chronic renal disease (eGFR <
             60 ml/min/1.73m2), proteinuria, genetic diseases of the kidney, inborn defects of
             lipid metabolism, alcohol",443916,"Hereditary disease",FALSE
"NCT01925196","hereditary disease","tion, such as structural brain or spinal cord disease, metabolic
             diseases, paraneoplastic syndromes, hereditary diseases, infectious diseases,
             peripheral neuropathy or radicu",443916,"Hereditary disease",FALSE
"NCT00635258","genetic disease","r hepatitis B and C, human
             immunodeficiency viruses I and II, syphylis, and vaginal infection), genetic disease,
             severe endometriosis or pelvic inflamatory disease

         ",443916,"Hereditary disease",TRUE
"NCT00646893","genetic disease","nancy;

          -  Prior severe OHSS;

          -  TESA and TESE patients;

          -  Patients carriers of chromosomal or genetic diseases.

          -  Egg donation cycles.

          -  Froze",443916,"Hereditary disease",TRUE
"NCT01050075","inherited disease","nced any peripheral neuropathy prior to chemotherapy

          -  Patients who have the potential for serious bleeding due to inherited diseases such as
             hemophilia

          -  Patients",443916,"Hereditary disease",TRUE
"NCT00841295","genetic disease","lusion Criteria:

          -  Severe associated disorder, with a probable short-term death,

          -  Identified genetic disease,

          -  Polymalformative syndrome, or severe malformation (",443916,"Hereditary disease",TRUE
"NCT01469273","genetic disease","    -  Severe co-morbidities diseases of the:

               -  Heart

               -  Liver

               -  Kidney

          -  Genetic disease

          -  Other serious associated diseases,",443916,"Hereditary disease",TRUE
"NCT00257075","affective disorder","MADRS) at start of the study

        Exclusion Criteria:

          -  Patients who meet DSM-IV criteria for Schizoaffective Disorder or for rapid cycling

          -  with borderline or antisocial ",444100,"Mood disorder",FALSE
"NCT00001247","affective disorder","          -  Age 18 or older

          -  Male or female

          -  Diagnosis of Schizophrenia, Schizoaffective Disorder or Psychosis NOS. Subjects with
             other neuropsychiatric disorde",444100,"Mood disorder",FALSE
"NCT01945333","affective disorder","     1. Diagnostic and Statistical Manual-IV (DSM-IV) diagnosis of schizophrenia or
             schizoaffective disorder

          2. Age 18 to 65

          3. English speaking

          4. Psychi",444100,"Mood disorder",FALSE
"NCT00271258","affective disorder","stablished or known mental retardation

               -  Autistic disorders

               -  Established schizophrenia

               -  Schizoaffective disorders

          -  Somatic criteria:

",444100,"Mood disorder",FALSE
"NCT00405535","affective disorder","

          -  Active substance use disorder within the last 6 months

          -  Comorbid schizophrenia, schizoaffective disorder, bipolar disorder, tic disorder,
             Tourette Disorder, sc",444100,"Mood disorder",FALSE
"NCT03801096","affective disorder","and/or severe psychiatric disorder that would interfere with
             participation (i.e., Schizophrenia, Delusional Disorder, Schizoaffective Disorder,
             Bipolar Disorder, or a Mood Di",444100,"Mood disorder",TRUE
"NCT01771627","affective disorder","reated for a mental health problem like
                  major depression, bipolar disorder, dysthymia, or schizoaffective disorder?""

               -  ""Have you ever had serious thoughts of killing",444100,"Mood disorder",TRUE
"NCT00459550","affective disorder","ndication to lumbar puncture.

          -  History or evidence of significant psychiatric illness such as schizophrenia or
             bipolar affective disorder or significant neurological disease ",444100,"Mood disorder",TRUE
"NCT03172533","affective disorder","resent alcohol or drug abuse

          -  severe psychiatric disorders (axis I) according to the DSM V (such as bipolar
             affective disorder or schizophrenia) in addition to anorexia nervo",444100,"Mood disorder",TRUE
"NCT03345953","mood disorder","        -  Any significant psychiatric illness (schizophrenia, bipolar disorder, severe
             depression, dementia, obsessive compulsive disorder...) or mood disorder, assessed by
             ",444100,"Mood disorder",TRUE
"NCT00831220","inflammatory disease","o needed invasive or non invasive mechanical
             ventilation

          -  Patients with other chronic inflammatory diseases.

          -  Patients with other acute or active chronic systemi",4027384,"Inflammatory disorder",FALSE
"NCT00685373","inflammatory disease","amilial Cold Autoinflammatory Syndrome, Muckle-Wells Syndrome or
             Neonatal Onset Multisystem Inflammatory Disease. Prior agreement between the
             Investigator and Novartis for st",4027384,"Inflammatory disorder",FALSE
"NCT02767154","inflammatory disorder","  Ongoing septicaemia

          -  Ongoing antithrombotic treatment other than acetylsalicylic acid

          -  Systemic inflammatory disorders treated with corticosteroids

          -  Not able t",4027384,"Inflammatory disorder",FALSE
"NCT00737282","inflammatory disease"," or expecting to become
             pregnant at any time during the study;

          -  Documented endometriosis, active pelvic inflammatory disease (PID), platelet
             dysfunction, or Von ",4027384,"Inflammatory disorder",FALSE
"NCT03917277","inflammatory disease","          -  Age ≥ 18 years old

          -  Patient followed by the National reference center for autoinflammatory diseases and
             inflammatory amyloidosis (CeRéMAIA) at Tenon Hospital in ",4027384,"Inflammatory disorder",FALSE
"NCT01255956","inflammatory disease","ntrast

          -  other diseases that may cause significant deterioration in long-term prognosis

          -  acute or chronic inflammatory diseases

          -  patients who are unwilling to con",4027384,"Inflammatory disorder",TRUE
"NCT03304951","inflammatory disease","r active pus from nose.

          -  Any sign of active ophthalmic disease, infection or inflammation including the
             presence of severe ocular surface inflammatory disease as determined b",4027384,"Inflammatory disorder",TRUE
"NCT00443339","inflammatory disease","ia

          -  Creatinine level > 120% upper normal value for the center.

          -  Clinically significant systemic infection or chronic inflammatory disease (eg,
             rheumatoid arthrit",4027384,"Inflammatory disorder",TRUE
"NCT00596219","inflammatory disease","       -  History of acute or chronic hepatic disorder or a significant bleeding disorder.

          -  History of chronic inflammatory disease (e.g. ulcerative colitis, Crohn's
             disease,",4027384,"Inflammatory disorder",TRUE
"NCT03807167","inflammatory disorder","rs) criteria).

          -  Other neurological conditions (stroke, Parkinson's disease and seizures), severe and
             inflammatory disorders (ex: severe arthroses which limits movements, spon",4027384,"Inflammatory disorder",TRUE
"NCT02255201","seizure disorder","           -  bipolar disorder

               -  pulmonary disease (including current asthma)

               -  Parkinson's disease

               -  Seizure disorder

               -  unstable th",4029498,"Seizure disorder",FALSE
"NCT00953199","seizure disorder","   Exclusion Criteria:

          -  Known sensitivity to lidocaine or contrast agent

          -  History of seizure disorder

          -  History of cardiac arrhythmia (tachyarrhythmia, bradyarrhy",4029498,"Seizure disorder",FALSE
"NCT03577171","seizure disorder","ic agents,
             neuromuscular, musculoskeletal, or mucocutaneous conditions requiring frequent
             treatment, seizure disorders requiring treatment, or other medical conditions
      ",4029498,"Seizure disorder",FALSE
"NCT00118482","seizure disorder","Another clinical need for fludrocortisone that cannot be met with other drugs

          -  A permanent pacemaker

          -  A seizure disorder

          -  A major chronic non cardiovascular dise",4029498,"Seizure disorder",FALSE
"NCT01064401","seizure disorder","g or alcohol abuse (as defined by the Investigator) within the 2 years
             prior to randomization

          -  History of seizure disorder or unexplained blackouts OR history of a seizure wi",4029498,"Seizure disorder",FALSE
"NCT01279538","seizure disorder"," Subject has uncontrolled intercurrent illness, including, but not limited to ongoing
             or active infection, any clinically significant cardiac disease, seizure disorder, or
             ps",4029498,"Seizure disorder",TRUE
"NCT00070343","seizure disorder","
          -  Negative pregnancy test

          -  Fertile patients must use effective contraception

          -  No other significant medical disease

          -  No uncontrolled seizure disorder
",4029498,"Seizure disorder",TRUE
"NCT02028455","seizure disorder","umented in order to be eligible.

        Patients must NOT have active clinically significant CNS dysfunction (including but not
        limited to such as uncontrolled seizure disorder, paresis, aph",4029498,"Seizure disorder",TRUE
"NCT00847600","seizure disorder","clusion Criteria:

          1. Evidence of serious neurologic or endocrine disorder, for example severe head trauma,
             seizure disorder, dementia, Cushings disease, or thyroid disorder, me",4029498,"Seizure disorder",TRUE
"NCT03343626","seizure disorder","ng excipients of the investigational vaccine or placebo).

          4. Has any history of progressive or severe neurologic disorder, seizure disorder or
             neuro-inflammatory disease (examp",4029498,"Seizure disorder",TRUE
"NCT02152566","left ventricular systolic dysfunction","       -  Heart Failure from ischemic or non-ischemic dilated cardiomyopathy for ≥ 6 months

          -  Left ventricular systolic dysfunction (LVEF ≤45% by echocardiography performed within
        ",4047088,"Left ventricular systolic dysfunction",FALSE
"NCT01520610","left ventricular systolic dysfunction","associated with ST-segment abnormalities and/or increased
             serum troponin level, 2) transient left ventricular systolic dysfunction, and 3) no
             coronary lesions related to the ",4047088,"Left ventricular systolic dysfunction",FALSE
"NCT01320007","left ventricular systolic dysfunction","vol capable Device

          -  Previous hospital admission for decompensated heart failure

          -  Left ventricular systolic dysfunction (EF <50%)

          -  Currently compensated heart fai",4047088,"Left ventricular systolic dysfunction",FALSE
"NCT00409578","left ventricular systolic dysfunction","          chemical structures.

          -  Presence of clinically overt heart failure

          -  Known evidence of left ventricular systolic dysfunction

          -  Percutaneous coronary interv",4047088,"Left ventricular systolic dysfunction",FALSE
"NCT01012414","left ventricular systolic dysfunction","     hyperphosphatemia (≥ 5.5 mg/dL)

          -  Plan to initiate renal replacement therapy (dialysis) during the study

          -  History of left ventricular systolic dysfunction with an ejectio",4047088,"Left ventricular systolic dysfunction",FALSE
"NCT03470207","left ventricular systolic dysfunction",". The patient previously met diagnostic criteria for pulmonary hypertension of any cause.

        ii. Presence of significant left ventricular systolic dysfunction (defined by left
        ventricula",4047088,"Left ventricular systolic dysfunction",TRUE
"NCT02291237","left ventricular systolic dysfunction","
          -  Known aortic valve stenosis (moderate or severe)

          -  Known coronary artery disease

          -  Left ventricular systolic dysfunction (ejection fraction < 50%)

          -  R",4047088,"Left ventricular systolic dysfunction",TRUE
"NCT01387191","left ventricular systolic dysfunction","       -  Subjects with right cardiac failure during an acute exacerbation

          -  Subjects with severe left ventricular systolic dysfunction

          -  Subjects with serious left ventricular",4047088,"Left ventricular systolic dysfunction",TRUE
"NCT01572220","left ventricular systolic dysfunction","ical
                       criteria

                    -  Acute decompensated congestive heart failure

                    -  Established severe left ventricular systolic dysfunction (left ventric",4047088,"Left ventricular systolic dysfunction",TRUE
"NCT00641134","left ventricular systolic dysfunction","aine >IIb), metastatic cancer)

          -  Symptomatic (NYHA II-IV) chronic heart failure

          -  Moderate-to-severe left ventricular systolic dysfunction (left ventricular ejection
          ",4047088,"Left ventricular systolic dysfunction",TRUE
"NCT03368950","disability","ng at the time of
             study

          -  Actively psychotic, having received a diagnosis of dementia or a learning disability

          -  Severe mental health difficulties based on judgeme",4052648,"Disability",FALSE
"NCT03589014","disability"," events: intracerebral hemorrhage, stroke, permanent or
             transient focal deficits, seizures, disability or any other neurological symptom
             supposedly related to CCM;

         ",4052648,"Disability",FALSE
"NCT03732053","disability","s Disease

          -  Older than 40 years of age

          -  Male and female

          -  Intellectual disability

          -  Cognitive impairment

          -  Able to do daily activities on h",4052648,"Disability",FALSE
"NCT00196573","disability","s of conservative treatment. Failed conservative treatment will be
             defined as persistent pain and disability despite adequate non-operative management
             for 6 months. Non-opera",4052648,"Disability",FALSE
"NCT01039103","disability","o only have optic neuritis
             will be excluded from this study

          -  A maximum Expanded Disability Status Scale (EDSS) score of ≤ 6

          -  New neurological symptoms or exacerb",4052648,"Disability",FALSE
"NCT03826238","disability","        -  abstinent during 15 to 90 days according to self-reports

          -  no severe upper limb motor disability.

          -  Older than 18 years old.

          -  abìlity to talk, understan",4052648,"Disability",TRUE
"NCT02119533","disability","ave both eyes in order for
             the eye tracking data to be effective and significant.

          -  Any physical or mental injury or baseline disability rendering task completion
            ",4052648,"Disability",TRUE
"NCT00833989","disability","eria:

          -  History of a previous symptomatic stroke within 3 months prior to study entry.

          -  Presence of significant disability prior to the current stroke. Significant disability
",4052648,"Disability",TRUE
"NCT02337244","disability","sty based on physical exam and
             medical history, including diagnosis of severe knee pain and disability due to at
             least one of the following:

               -  rheumatoid art",4052648,"Disability",TRUE
"NCT00106886","disability"," patient's ability to complete the study, such as: *history of alcohol or
             drug abuse, *psychiatric disorders, *senility, *severe physical disability, *illnesses
             including ter",4052648,"Disability",TRUE
"NCT01684293","learning disorder","      hospitalization

          7. Currently symptomatic from attention-deficit/hyperactivity disorder (DSM-5 criteria)

          8. Any learning disorder, any type of dementia, any type of delirium",4085156,"Developmental academic disorder",FALSE
"NCT00778310","learning disorder"," Concerta (OROS-methylphenidate)

        Exclusion Criteria:

          -  IQ < 95

          -  Presence of Learning Disorder

          -  Presence of an Affective or Psychotic Disorder

          ",4085156,"Developmental academic disorder",FALSE
"NCT02349529","learning disability","roup process

          -  In mainstream schooling.

        Exclusion Criteria:

          -  Formal diagnosis of Learning Disability or attendance at a school for children with
             Special ",4085156,"Developmental academic disorder",FALSE
"NCT03018574","learning disorder","             developmental disorder (autism), bipolar disorder, psychosis, language difficulties or
             learning disorders (reading disorders, mathematics disorders and disorders of written
 ",4085156,"Developmental academic disorder",FALSE
"NCT01730209","learning disability","-  With an IQ estimated <80 and/or special schooling and/or autism spectrum disorder
             and/or learning disability requiring remedial teaching.

          -  Written informed consent by pare",4085156,"Developmental academic disorder",FALSE
"NCT03695068","learning disorder","participant participates in an alternative curriculum (i.e., life skills
             course) due to moderate to severe learning disorders.

          -  The potential participant received a score of ",4085156,"Developmental academic disorder",TRUE
"NCT00252980","learning disability","  current severe episode of Major depression

          -  current panic-agoraphobic disorder (severe)

          -  severe learning disability, brain damage or pervasive developmental disorder

     ",4085156,"Developmental academic disorder",TRUE
"NCT03287362","learning disability","tic or bipolar disorder

          4. severe neurological or internal concomitant diseases

          5. IQ < 80; severe learning disability, brain damage or pervasive developmental disorder

        ",4085156,"Developmental academic disorder",TRUE
"NCT01378455","learning disability","ers.

          -  significant hearing or visual impairment

          -  significant sensory impairment.

          -  Learning disability

          -  Test of Nonverbal Intelligence( TONI-2) less t",4085156,"Developmental academic disorder",TRUE
"NCT03857347","learning disability","riencing active severe psychiatric symptoms

          -  A dependency on alcohol or recreational drugs

          -  Learning disability as classified by ICD 10.

          -  Those unable to travel ",4085156,"Developmental academic disorder",TRUE
"NCT02331459","frailty","rs old and older

          3. Frail geriatric patient according to the Cardiovascular Health Study (CHS) Frailty
             Phenotype

          4. Gait speed less than 0.8 m/s.

        Exclusion ",4086506,"Frailty",FALSE
"NCT03949439","frailty"," (previous stroke or muscular dystrophies), cognitive
             impairment resulting from previous injury, frailty score ≥ 5, non-elective/emergency
             surgery procedures or incomplete da",4086506,"Frailty",FALSE
"NCT03865095","frailty","  mechanical ventilation expected for at least 48 hours

        Exclusion Criteria:

          -  Clinical Frailty Score above 7 prior admission

          -  neuromuscular disease in previous medica",4086506,"Frailty",FALSE
"NCT03393754","frailty","rmined by the investigator, and not meeting
             the exclusion criteria. For subjects > 65 years old, Frailty Index ≤3

          -  If female, either is not of childbearing potential or is of",4086506,"Frailty",FALSE
"NCT02975089","frailty","usion Criteria:

          -  ≥ 65 years of age

          -  Have at least one of the modified Fried's Frailty phenotypes

          -  Sign informed consent form for study participation

        Mod",4086506,"Frailty",FALSE
"NCT02952443","frailty","f age

          -  Free of any serious injury in the last 6 months

          -  Deemed to express the pre-frailty phenotype, meaning they are classified as: Pre-frail
             according to the C",4086506,"Frailty",TRUE
"NCT04038294","frailty","evere regurgitation or
             combined CABG/valve procedures.

          2. Patients with a Clinical Frailty Score (CFS) from 3 (Managing Well) to 7 (severely
             frail),

          3. ",4086506,"Frailty",TRUE
"NCT03458793","frailty","cognitive disability or clinical diagnosis of dementia;

          6. physical disability (i.e. SPPB score less than 9);

          7. severe frailty or any chronic health condition that precludes par",4086506,"Frailty",TRUE
"NCT03971500","frailty","on likely to interfere with study processes including medication compliance
             or follow-up visits (e.g. dementia, alcohol abuse, severe frailty, long distance to
             travel for fol",4086506,"Frailty",TRUE
"NCT00193011","frailty","

          -  Age 65 or older

          -  Under age 65 must have significant medical illness, or general frailty

          -  Adequate bone marrow, liver or kidney function

          -  Normal he",4086506,"Frailty",TRUE
"NCT04123119","malnutrition","ipation in another clinical trial throughout the entire timeframe for
             this study

          -  Presence of malnutrition or any systemic disorder (cardiovascular, pulmonary, hepatic,
     ",4090739,"Nutritional disorder",FALSE
"NCT01817634","malnutrition","ria:

          -  Singleton infants

          -  6-12 months old

          -  Not suffering from acute malnutrition (wasting): WHZ > -2 , no edema

          -  Infants currently being breastfed

 ",4090739,"Nutritional disorder",FALSE
"NCT03301311","malnutrition","       -  Hospitalization or surgery planned within 3 months

          -  Ongoing active gastrointestinal infection

          -  Severe Malnutrition (BMI less than 5th percentile)

          -  Rece",4090739,"Nutritional disorder",FALSE
"NCT02130089","malnutrition"," interdialytic parenteral nutrition

          -  Transfer to another facility expected within 3 months

          -  Severe malnutrition, as assessed by Subjective Global Assessment (SGA) or other
  ",4090739,"Nutritional disorder",FALSE
"NCT03915366","malnutrition"," 24 hours

                    -  Lethargic or unconscious

                    -  Stridor while calm

                    -  Severe malnutrition

          4. HIV-confirmed infection (with at least o",4090739,"Nutritional disorder",FALSE
"NCT03897673","malnutrition","mptoms like persistent vomiting, high temperature
             (>39.5°C), or tea-colored urine

          -  Severe malnutrition, as evidenced by severe wasting or bilateral pitting edema

          -",4090739,"Nutritional disorder",TRUE
"NCT03762564","malnutrition","ients curatively
             treated and disease-free for at least 5 years will be discussed with the sponsor
             before inclusion.

          2. Patients with significant malnutrition who r",4090739,"Nutritional disorder",TRUE
"NCT02051881","nutritional disease","psies:

          1. History of severe cardiovascular, gastrointestinal/ hepatic,
             hematological/immunologic, metabolic/nutritional disease and/or laboratory assessments
             which",4090739,"Nutritional disorder",TRUE
"NCT00003394","malnutrition"," attack or
        stroke within 6 months Neurologic: No grade 3-4 peripheral neuropathy Other: No severe
        infection No severe malnutrition No other serious medical illnesses

        PRIOR CON",4090739,"Nutritional disorder",TRUE
"NCT03108131","malnutrition","least 7 days prior to enrollment)

          -  Uncontrolled intercurrent illness including, but not limited to diabetes,
             hypertension, severe infection, severe malnutrition, unstable ang",4090739,"Nutritional disorder",TRUE
"NCT03811626","multiple injuries","ated upon arrival at hospital

          -  Patient with injury to the medulla and with neurological signs or multiple injuries
             (at least 1 of which is life-threatening)

          -  Bra",4096313,"Multiple injuries",FALSE
"NCT03128086","multiple injuries","uromuscular disease,

          -  Spinal cord injury,

          -  Tracheostomy,

          -  Inability to be evaluated,

          -  Severe multiple injuries evaluated by the Injury Severity Scor",4096313,"Multiple injuries",FALSE
"NCT01754610","multiple trauma","ildren aged 1 through 17 years old at the time of recruitment

          -  Child and family exposed to multiple traumas

          -  a partial diagnosis of PTSD (15-week treatment version)

        ",4096313,"Multiple injuries",FALSE
"NCT01007006","multiple trauma","ish language for written and oral communication

          -  Have diagnosis of Traumatic Brain Injury(TBI) Multiple Traumatic Brain Injury (MTBI),
             Post Traumatic Stress Disorder (PTSD) o",4096313,"Multiple injuries",FALSE
"NCT01672658","multiple trauma","han moderate
             assistance from the physical therapist/researcher.

        Exclusion Criteria:

          -  Multiple trauma

          -  Severe brain injury as defined above

          - ",4096313,"Multiple injuries",FALSE
"NCT03312348","multiple injuries","nt and carer consenting to
             participate.

        Exclusion Criteria:

          -  Children with multiple injuries (e.g. those involved in serious car accidents), or
             those wh",4096313,"Multiple injuries",TRUE
"NCT00547638","multiple trauma","
          -  patient is reasonably expected to survive the study

        Exclusion Criteria:

          -  significant multiple trauma (merely multiple wounds are allowed)

          -  peripheral v",4096313,"Multiple injuries",TRUE
"NCT04090424","multiple trauma","een experienced by the subject including soft-tissue
             degloving and friction burn/crush, i.e., road rash

          3. Multiple traumas, i.e., significant traumatic injury to a solid organ",4096313,"Multiple injuries",TRUE
"NCT01715012","multiple trauma","year.

          -  Patients requiring care in the Intensive Care Unit.

          -  Inhalation injury requiring mechanical ventilation.

          -  Multiple trauma (significant traumatic injury to",4096313,"Multiple injuries",TRUE
"NCT03919422","multiple trauma","ction or anticoagulation therapy

          4. History of upper limb nerve injury or phrenic nerve injury

          5. Multiple trauma

          6. Uncontrolled respiratory disease (severe chronic o",4096313,"Multiple injuries",TRUE
"NCT00936936","carrier"," as brain or
             meningeal metastases that are not in complete remission.

          6. Patients with active hepatitis B, either active carrier (HBsAg +) or viremic (HBV DNA
             >/=1",4106092,"Carrier of disorder",FALSE
"NCT03579927","carrier","rior therapy that has not resolved to </=
             G1.

          3. Prior whole brain irradiation.

          4. Active hepatitis B, either active carrier (HBsAg +) or viremic (HBV DNA >/= 10,000",4106092,"Carrier of disorder",FALSE
"NCT03805243","carrier","ases a headache);

          -  Use of the device(plan) within the framework of a resuscitation or of intensive care;

          -  Participating carrier of a defibrillator, a stimulating of the vagus",4106092,"Carrier of disorder",FALSE
"NCT00101959","carrier","     are of childbearing potential.

          -  The small minority of subjects for whom Rebif therapy is not reimbursed by their
             insurance carrier may be considered for the study if oth",4106092,"Carrier of disorder",FALSE
"NCT03062410","carrier","toxicities or adverse events.

          -  HIV positive.

          -  History of active chronic hepatitis including subjects who are carriers of Hepatitis B
             virus or Hepatitis C virus

",4106092,"Carrier of disorder",FALSE
"NCT00001765","carrier"," (normal blood count,
        normotensive, no history of stroke, no history of severe heart disease).

        Female x-linked CGD carriers must have greater than 30% normal neutrophils.

        EXC",4106092,"Carrier of disorder",TRUE
"NCT02614794","carrier","ment at least 12 months prior to starting study
                  treatment are eligible.

          -  Clinically significant cardiopulmonary disease

          -  Carriers of Hepatitis B or Hepatiti",4106092,"Carrier of disorder",TRUE
"NCT02976714","carrier","surance scheme

          -  women and men aged 12 to 30

          -  subject affected by cystic fibrosis, carrier of two severe mutations in trans (in the
             same allele) in the CFTR gene
",4106092,"Carrier of disorder",TRUE
"NCT03633019","carrier","plantation and other
             acquired/congenital immunodeficiency disorders

          -  patients with Hepatitis B(except inactive carrier) or Hepatitis C

          -  with serious heart diseas",4106092,"Carrier of disorder",TRUE
"NCT00584805","carrier","zation).

          -  Clinically significant abnormal lab results including evidence of Hepatitis C,
             Hepatitis B carrier state, or elevated (2X normal) liver function tests.

          -",4106092,"Carrier of disorder",TRUE
"NCT01627626","acute asthma","onths or more, and

          -  adults aged 20 years and older.

        Exclusion Criteria:

          -  acute asthma attack

          -  acute iritis

          -  narrow angle glaucoma

        ",4125022,"Acute asthma",FALSE
"NCT01045174","acute asthma","istory of asthma

          -  children must be presenting to the emergency department for treatment of acute asthma

          -  children must qualify to be treated for acute asthma according to an ",4125022,"Acute asthma",FALSE
"NCT00937924","acute asthma","y of allergic or adverse reactions to midazolam, diphenhydramine, or
             promethazine.

          -  Acute asthma, narrow angle glaucoma, concurrent use of potent inhibitors of CYP3A4
       ",4125022,"Acute asthma",FALSE
"NCT01662778","acute asthma","d specifically FP,
             listed in the British National Formulary will not be entered into this study

         11. Those who have experienced an acute asthma exacerbation requiring emergency r",4125022,"Acute asthma",FALSE
"NCT02111512","acute asthma","        for regular use by the child's treating healthcare professional

               -  Recent admission to hospital in last 2 weeks for acute asthma

               -  Current oral steroid for ast",4125022,"Acute asthma",FALSE
"NCT01019707","acute asthma","

         10. Have a significant family history of early cardiovascular morbidity or mortality.

         11. Have a diagnosis of adult asthma, including those with a history of acute asthma
        ",4125022,"Acute asthma",TRUE
