parent_concept_id	parent_concept_name	parent_concept_code	concept_synonym_name
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema co-occurrent and due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema with diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder)
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema with diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema co-occurrent and due to diabetes mellitus
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative diabetic retinopathy
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe NPDR (nonproliferative diabetic retinopathy)
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus (disorder)
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema co-occurrent and due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema with diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder)
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema with diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema co-occurrent and due to diabetes mellitus
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus (disorder)
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative diabetic retinopathy
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe NPDR (nonproliferative diabetic retinopathy)
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative diabetic retinopathy
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe NPDR (nonproliferative diabetic retinopathy)
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus (disorder)
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease
29783	Severe combined immunodeficiency disease	31323000	SCID
29783	Severe combined immunodeficiency disease	31323000	SCID - Severe combined immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Combined T-cell and B-cell immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency
4096313	Multiple injuries	262519004	Multiple trauma
4096313	Multiple injuries	262519004	Multiple injuries
4096313	Multiple injuries	262519004	Multiple injuries (disorder)
4096313	Multiple injuries	262519004	Multiple injuries - disorder
37395762	Ehlers-Danlos syndrome classic type	715318006	Ehlers-Danlos syndrome classic type
37395762	Ehlers-Danlos syndrome classic type	715318006	Ehlers-Danlos syndrome classic type (disorder)
37395762	Ehlers-Danlos syndrome classic type	715318006	Ehlers-Danlos syndrome classical type
4132144	Severe mood disorder with psychotic features	26516009	Severe mood disorder with psychotic features
4132144	Severe mood disorder with psychotic features	26516009	Severe mood disorder with psychotic features (disorder)
4204708	Panic disorder with agoraphobia AND severe panic attacks	5509004	Panic disorder with agoraphobia AND severe panic attacks (disorder)
4204708	Panic disorder with agoraphobia AND severe panic attacks	5509004	Panic disorder with agoraphobia AND severe panic attacks
4220617	Severe bipolar I disorder, single manic episode with psychotic features	41832009	Severe bipolar I disorder, single manic episode with psychotic features (disorder)
4220617	Severe bipolar I disorder, single manic episode with psychotic features	41832009	Severe bipolar I disorder, single manic episode with psychotic features
4277255	Mannosidosis	65524005	Alpha-D-mannosidosis
4277255	Mannosidosis	65524005	Mannosidosis
4277255	Mannosidosis	65524005	Alpha-mannosidase deficiency
4277255	Mannosidosis	65524005	alpha-Mannosidase deficiency
4277255	Mannosidosis	65524005	Mannosidosis (disorder)
4144233	Severe major depression with psychotic features, mood-congruent	33736005	Severe major depression with psychotic features, mood-congruent
4144233	Severe major depression with psychotic features, mood-congruent	33736005	Severe major depression with psychotic features, mood-congruent (disorder)
4282096	Major depression, single episode	36923009	Major depression, single episode
4282096	Major depression, single episode	36923009	Major depressive disorder, single episode
4282096	Major depression, single episode	36923009	Major depression, single episode (disorder)
4329041	Pain	22253000	Part hurts
4329041	Pain	22253000	Pain observations
4329041	Pain	22253000	Pain (finding)
4329041	Pain	22253000	Painful
4329041	Pain	22253000	Pain
4329041	Pain	22253000	Dolor
4099224	Hereditary spherocytosis due to spectrin deficiency	25266006	Hereditary spherocytosis due to spectrin deficiency
4099224	Hereditary spherocytosis due to spectrin deficiency	25266006	Hereditary spherocytosis due to spectrin deficiency (disorder)
4132144	Severe mood disorder with psychotic features	26516009	Severe mood disorder with psychotic features
4132144	Severe mood disorder with psychotic features	26516009	Severe mood disorder with psychotic features (disorder)
4195158	Severe bipolar disorder with psychotic features	4441000	Severe bipolar disorder with psychotic features (disorder)
4195158	Severe bipolar disorder with psychotic features	4441000	Severe bipolar disorder with psychotic features
436073	Psychotic disorder	69322001	Psychotic disorder (disorder)
436073	Psychotic disorder	69322001	Psychotic disorder
436073	Psychotic disorder	69322001	Psychosis
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease
29783	Severe combined immunodeficiency disease	31323000	SCID
29783	Severe combined immunodeficiency disease	31323000	SCID - Severe combined immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Combined T-cell and B-cell immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency
4019094	Congenital agammaglobulinemia	116133005	Congenital agammaglobulinemia
4019094	Congenital agammaglobulinemia	116133005	Congenital agammaglobulinemia (disorder)
4019094	Congenital agammaglobulinemia	116133005	Congenital agammaglobulinaemia
42872722	Severe major depression	450714000	Severe major depression
42872722	Severe major depression	450714000	Severe major depression (disorder)
4344279	Autosomal recessive muscular dystrophy with abnormal dystrophin-associated glycoprotein	240055003	Autosomal recessive muscular dystrophy with abnormal dystrophin-associated glycoprotein
4344279	Autosomal recessive muscular dystrophy with abnormal dystrophin-associated glycoprotein	240055003	Autosomal recessive muscular dystrophy with abnormal dystrophin-associated glycoprotein (disorder)
4179922	Cytopenia	50820005	Cytopenia
4179922	Cytopenia	50820005	Cytopenia (finding)
4043346	Disorder of thorax	118946009	Disorder of thorax (disorder)
4043346	Disorder of thorax	118946009	Disorder of thorax
4031171	Severe systemic illness-induced skeletal muscle wasting	238154003	Severe systemic illness-induced skeletal muscle wasting (disorder)
4031171	Severe systemic illness-induced skeletal muscle wasting	238154003	Severe systemic illness-induced skeletal muscle wasting
321319	Cardiomyopathy	85898001	Cardiomyopathy (disorder)
321319	Cardiomyopathy	85898001	Cardiomyopathy
321319	Cardiomyopathy	85898001	Myocardiopathy
4030434	Scapuloperoneal muscular dystrophy	129620000	Scapuloperoneal muscular dystrophy (disorder)
4030434	Scapuloperoneal muscular dystrophy	129620000	Scapuloperoneal muscular dystrophy
4202797	Drug therapy finding	309298003	Drug therapy observations
4202797	Drug therapy finding	309298003	Drug therapy finding (finding)
4202797	Drug therapy finding	309298003	Drug therapy finding
440389	Mental retardation	91138005	MR - Mental retardation
440389	Mental retardation	91138005	Mental retardation
440389	Mental retardation	91138005	Mental retardation (disorder)
40277917	Intellectual disability	110359009	Intellectual disability
40277917	Intellectual disability	110359009	Intellectual developmental disorder
40277917	Intellectual disability	110359009	Mental retardation
40277917	Intellectual disability	110359009	Intellectual disability (disorder)
4100976	Severe combined immunodeficiency with low T- and B-cell numbers	190997006	Severe combined immunodeficiency with low T- and B-cell numbers
4100976	Severe combined immunodeficiency with low T- and B-cell numbers	190997006	Severe combined immunodeficiency with low T- and B-cell numbers (disorder)
4179989	Autosomal recessive SCID	362993009	Autosomal recessive severe combined immunodeficiency disease (disorder)
4179989	Autosomal recessive SCID	362993009	Autosomal recessive severe combined immunodeficiency disease
4179989	Autosomal recessive SCID	362993009	Autosomal recessive SCID
37396105	Charcot-Marie-Tooth disease type 4	715795005	Charcot-Marie-Tooth disease type 4
37396105	Charcot-Marie-Tooth disease type 4	715795005	Charcot-Marie-Tooth disease type 4 (disorder)
37396105	Charcot-Marie-Tooth disease type 4	715795005	Autosomal recessive demyelinating Charcot-Marie-Tooth
4100976	Severe combined immunodeficiency with low T- and B-cell numbers	190997006	Severe combined immunodeficiency with low T- and B-cell numbers
4100976	Severe combined immunodeficiency with low T- and B-cell numbers	190997006	Severe combined immunodeficiency with low T- and B-cell numbers (disorder)
4029498	Seizure disorder	128613002	Seizure disorder
4029498	Seizure disorder	128613002	Seizure disorder (disorder)
40277917	Intellectual disability	110359009	Intellectual disability
40277917	Intellectual disability	110359009	Intellectual developmental disorder
40277917	Intellectual disability	110359009	Mental retardation
40277917	Intellectual disability	110359009	Intellectual disability (disorder)
4029498	Seizure disorder	128613002	Seizure disorder
4029498	Seizure disorder	128613002	Seizure disorder (disorder)
45771096	Neurodevelopmental disorder	700364009	Neurodevelopmental disorder
45771096	Neurodevelopmental disorder	700364009	Neurodevelopmental disorder (disorder)
37111436	Deletion of part of long arm of chromosome 5	726373003	Deletion of part of long arm of chromosome 5
37111436	Deletion of part of long arm of chromosome 5	726373003	Deletion of part of long arm of chromosome 5 (disorder)
761559	Retinopathy of right eye	15735161000119106	Retinopathy of right eye (disorder)
761559	Retinopathy of right eye	15735161000119106	Retinopathy of right eye
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative diabetic retinopathy
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe NPDR (nonproliferative diabetic retinopathy)
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus (disorder)
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus
765238	Retinopathy of left eye	15735241000119104	Retinopathy of left eye
765238	Retinopathy of left eye	15735241000119104	Retinopathy of left eye (disorder)
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative diabetic retinopathy
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe NPDR (nonproliferative diabetic retinopathy)
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus (disorder)
376114	Severe nonproliferative diabetic retinopathy	312905005	Severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus (disorder)
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative diabetic retinopathy
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe NPDR (nonproliferative diabetic retinopathy)
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus
761559	Retinopathy of right eye	15735161000119106	Retinopathy of right eye (disorder)
761559	Retinopathy of right eye	15735161000119106	Retinopathy of right eye
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus (disorder)
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative diabetic retinopathy
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe NPDR (nonproliferative diabetic retinopathy)
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus
765238	Retinopathy of left eye	15735241000119104	Retinopathy of left eye
765238	Retinopathy of left eye	15735241000119104	Retinopathy of left eye (disorder)
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema co-occurrent and due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema with diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder)
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema with diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema co-occurrent and due to diabetes mellitus
35626067	Diabetic macular edema of right eye	769217008	Macular oedema of right eye co-occurrent and due to diabetes mellitus
35626067	Diabetic macular edema of right eye	769217008	Diabetic macular edema of right eye
35626067	Diabetic macular edema of right eye	769217008	Macular edema of right eye co-occurrent and due to diabetes mellitus
35626067	Diabetic macular edema of right eye	769217008	Diabetic macular oedema of right eye
35626067	Diabetic macular edema of right eye	769217008	Macular edema of right eye co-occurrent and due to diabetes mellitus (disorder)
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema co-occurrent and due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema with diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder)
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular oedema due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema due to diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema with diabetes mellitus
35626764	Clinically significant macular edema with diabetes mellitus	770097006	Clinically significant macular edema co-occurrent and due to diabetes mellitus
35626068	Diabetic macular edema of left eye	769218003	Diabetic macular edema of left eye
35626068	Diabetic macular edema of left eye	769218003	Macular edema of left eye co-occurrent and due to diabetes mellitus
35626068	Diabetic macular edema of left eye	769218003	Macular oedema of left eye co-occurrent and due to diabetes mellitus
35626068	Diabetic macular edema of left eye	769218003	Diabetic macular oedema of left eye
35626068	Diabetic macular edema of left eye	769218003	Macular edema of left eye co-occurrent and due to diabetes mellitus (disorder)
4195046	Clinically significant macular edema	312911008	Clinically significant macular edema (disorder)
4195046	Clinically significant macular edema	312911008	Clinically significant diabetic macular oedema
4195046	Clinically significant macular edema	312911008	CSME - Clinically significant macular oedema
4195046	Clinically significant macular edema	312911008	Clinically significant macular oedema
4195046	Clinically significant macular edema	312911008	Clinically significant diabetic macular edema
4195046	Clinically significant macular edema	312911008	Clinically significant macular edema
4195046	Clinically significant macular edema	312911008	CSME - Clinically significant macular edema
4195046	Clinically significant macular edema	312911008	CSME
380097	Diabetic macular edema	312912001	Diabetic macular edema
380097	Diabetic macular edema	312912001	Macular oedema due to diabetes mallitus
380097	Diabetic macular edema	312912001	Macular oedema co-occurrent and due to diabetes mellitus
380097	Diabetic macular edema	312912001	Macular edema due to diabetes mellitus
380097	Diabetic macular edema	312912001	Macular edema co-occurrent and due to diabetes mellitus (disorder)
380097	Diabetic macular edema	312912001	Diabetic macular oedema
380097	Diabetic macular edema	312912001	Macular edema co-occurrent and due to diabetes mellitus
45757571	Bilateral visual impairment	218951000119100	Bilateral visual impairment
45757571	Bilateral visual impairment	218951000119100	Visual impairment of both eyes
45757571	Bilateral visual impairment	218951000119100	Bilateral visual impairment (disorder)
377889	Hearing loss	15188001	Hearing loss
377889	Hearing loss	15188001	Hearing impairment
377889	Hearing loss	15188001	Hearing impaired
377889	Hearing loss	15188001	Difficulty hearing
377889	Hearing loss	15188001	Hypoacusis
377889	Hearing loss	15188001	HL - Hearing loss
377889	Hearing loss	15188001	HOH - Hard of hearing
377889	Hearing loss	15188001	HI - Hearing impairment
377889	Hearing loss	15188001	Impaired hearing
377889	Hearing loss	15188001	Hearing loss (disorder)
377889	Hearing loss	15188001	Hard of hearing
257581	Exacerbation of asthma	281239006	Exacerbation of asthma
257581	Exacerbation of asthma	281239006	Exacerbation of asthma (disorder)
4145356	Severe persistent asthma	426656000	Severe persistent asthma
4145356	Severe persistent asthma	426656000	Severe persistent asthma (disorder)
45769441	Acute exacerbation of allergic asthma	708093000	Acute exacerbation of immunoglobulin E-mediated allergic asthma
45769441	Acute exacerbation of allergic asthma	708093000	Acute exacerbation of allergic asthma
45769441	Acute exacerbation of allergic asthma	708093000	Acute exacerbation of immunoglobulin E-mediated allergic asthma (disorder)
45769441	Acute exacerbation of allergic asthma	708093000	Acute exacerbation of extrinsic asthma
36684328	Acute severe exacerbation of allergic asthma	782513000	Acute severe exacerbation of allergic asthma
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma (disorder)
45773005	Acute exacerbation of intrinsic asthma	708094006	Acute exacerbation of intrinsic asthma
45773005	Acute exacerbation of intrinsic asthma	708094006	Acute exacerbation of intrinsic asthma (disorder)
4085156	Developmental academic disorder	1855002	Developmental academic disorder
4085156	Developmental academic disorder	1855002	Learning disorder
4085156	Developmental academic disorder	1855002	General learning disability
4085156	Developmental academic disorder	1855002	Developmental disorder of scholastic skill
4085156	Developmental academic disorder	1855002	Learning disability
4085156	Developmental academic disorder	1855002	Developmental academic disorder (disorder)
4085156	Developmental academic disorder	1855002	Academic skill disorder
45768912	Exacerbation of severe persistent asthma	707447008	Exacerbation of severe persistent asthma (disorder)
45768912	Exacerbation of severe persistent asthma	707447008	Exacerbation of severe persistent asthma
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma (disorder)
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma (disorder)
46273487	Acute exacerbation of moderate persistent asthma	135171000119106	Acute exacerbation of moderate persistent asthma
46273487	Acute exacerbation of moderate persistent asthma	135171000119106	Acute exacerbation of moderate persistent asthma (disorder)
46270082	Acute exacerbation of mild persistent asthma	135181000119109	Acute exacerbation of mild persistent asthma
46270082	Acute exacerbation of mild persistent asthma	135181000119109	Acute exacerbation of mild persistent asthma (disorder)
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma (disorder)
4112341	Acute respiratory infections	195647007	Acute respiratory infection
4112341	Acute respiratory infections	195647007	ARI - Acute respiratory infections
4112341	Acute respiratory infections	195647007	Acute respiratory infections
4112341	Acute respiratory infections	195647007	Acute respiratory infection (disorder)
45768668	Abutment tooth condition finding	707144009	Abutment tooth condition finding
45768668	Abutment tooth condition finding	707144009	Finding of condition of abutment tooth
45768668	Abutment tooth condition finding	707144009	Finding of condition of abutment tooth (finding)
440370	Nutritional marasmus	29740003	Marcor
440370	Nutritional marasmus	29740003	Infantile atrophy
440370	Nutritional marasmus	29740003	Primary infantile atrophy
440370	Nutritional marasmus	29740003	Severe malnutrition
440370	Nutritional marasmus	29740003	Marasmus lactantium
440370	Nutritional marasmus	29740003	Marantic atrophy
440370	Nutritional marasmus	29740003	Pedatrophia
440370	Nutritional marasmus	29740003	Marasmus infantilis
440370	Nutritional marasmus	29740003	Athrepsia
440370	Nutritional marasmus	29740003	Nutritional marasmus (disorder)
440370	Nutritional marasmus	29740003	Nutritional atrophy
440370	Nutritional marasmus	29740003	Pedatrophy
440370	Nutritional marasmus	29740003	Nutritional marasmus
440370	Nutritional marasmus	29740003	Parrot atrophy of the newborn
435216	Disorder due to type 1 diabetes mellitus	420868002	Disorder due to type 1 diabetes mellitus (disorder)
435216	Disorder due to type 1 diabetes mellitus	420868002	Disorder associated with type I diabetes mellitus
435216	Disorder due to type 1 diabetes mellitus	420868002	Disorder due to type 1 diabetes mellitus
440370	Nutritional marasmus	29740003	Marcor
440370	Nutritional marasmus	29740003	Infantile atrophy
440370	Nutritional marasmus	29740003	Primary infantile atrophy
440370	Nutritional marasmus	29740003	Severe malnutrition
440370	Nutritional marasmus	29740003	Marasmus lactantium
440370	Nutritional marasmus	29740003	Marantic atrophy
440370	Nutritional marasmus	29740003	Pedatrophia
440370	Nutritional marasmus	29740003	Marasmus infantilis
440370	Nutritional marasmus	29740003	Athrepsia
440370	Nutritional marasmus	29740003	Nutritional marasmus (disorder)
440370	Nutritional marasmus	29740003	Nutritional atrophy
440370	Nutritional marasmus	29740003	Pedatrophy
440370	Nutritional marasmus	29740003	Nutritional marasmus
440370	Nutritional marasmus	29740003	Parrot atrophy of the newborn
443732	Disorder due to type 2 diabetes mellitus	422014003	Disorder due to type 2 diabetes mellitus (disorder)
443732	Disorder due to type 2 diabetes mellitus	422014003	Disorder due to type II diabetes mellitus
443732	Disorder due to type 2 diabetes mellitus	422014003	Disorder due to type 2 diabetes mellitus
4309020	Hyperstimulation of ovaries	213201002	Hyperstimulation of ovaries
4309020	Hyperstimulation of ovaries	213201002	Hyperstimulation of ovaries (disorder)
45768910	Uncomplicated asthma	707444001	Uncomplicated asthma
45768910	Uncomplicated asthma	707444001	Uncomplicated asthma (disorder)
4145356	Severe persistent asthma	426656000	Severe persistent asthma
4145356	Severe persistent asthma	426656000	Severe persistent asthma (disorder)
4086506	Frailty	248279007	Frailty (finding)
4086506	Frailty	248279007	Frailty
435243	Alcohol dependence	66590003	Alcohol dependence
435243	Alcohol dependence	66590003	Alcohol dependence (disorder)
435243	Alcohol dependence	66590003	Chronic alcoholism
435243	Alcohol dependence	66590003	Alcohol dependence syndrome
4046079	Distal spinal muscular atrophy	230247001	Distal spinal muscular atrophy
4046079	Distal spinal muscular atrophy	230247001	Distal spinal muscular atrophy (disorder)
4312226	Autosomal recessive hereditary disorder	85995004	Autosomal recessive hereditary disorder (disorder)
4312226	Autosomal recessive hereditary disorder	85995004	Hereditary disorder trait (autosomal)
4312226	Autosomal recessive hereditary disorder	85995004	Autosomal recessive hereditary disorder
4312226	Autosomal recessive hereditary disorder	85995004	Recessive hereditary disorder (autosomal)
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction (disorder)
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction (disorder)
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction (disorder)
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction (disorder)
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction (disorder)
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction
46269770	Severe persistent allergic asthma	10675431000119106	Severe persistent allergic asthma (disorder)
46269770	Severe persistent allergic asthma	10675431000119106	Severe persistent allergic asthma
45769350	Acute severe exacerbation of severe persistent asthma	707979007	Acute severe exacerbation of severe persistent asthma
45769350	Acute severe exacerbation of severe persistent asthma	707979007	Acute severe exacerbation of severe persistent asthma (disorder)
36684328	Acute severe exacerbation of allergic asthma	782513000	Acute severe exacerbation of allergic asthma
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction (disorder)
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction
46269776	Mild persistent allergic asthma	10675871000119106	Mild persistent allergic asthma
46269776	Mild persistent allergic asthma	10675871000119106	Mild persistent allergic asthma (disorder)
36684328	Acute severe exacerbation of allergic asthma	782513000	Acute severe exacerbation of allergic asthma
45769352	Acute severe exacerbation of mild persistent asthma	707981009	Acute severe exacerbation of mild persistent asthma (disorder)
45769352	Acute severe exacerbation of mild persistent asthma	707981009	Acute severe exacerbation of mild persistent asthma
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction (disorder)
4031168	Sepsis-associated organ dysfunction	238151006	Sepsis-associated organ dysfunction
45769351	Acute severe exacerbation of moderate persistent asthma	707980005	Acute severe exacerbation of moderate persistent asthma (disorder)
45769351	Acute severe exacerbation of moderate persistent asthma	707980005	Acute severe exacerbation of moderate persistent asthma
46269784	Moderate persistent allergic asthma	10676391000119108	Moderate persistent allergic asthma (disorder)
46269784	Moderate persistent allergic asthma	10676391000119108	Moderate persistent allergic asthma
36684328	Acute severe exacerbation of allergic asthma	782513000	Acute severe exacerbation of allergic asthma
46273452	Acute exacerbation of asthma co-occurrent with allergic rhinitis	99031000119107	Acute exacerbation of asthma co-occurrent with allergic rhinitis (disorder)
46273452	Acute exacerbation of asthma co-occurrent with allergic rhinitis	99031000119107	Acute exacerbation of asthma co-occurrent with allergic rhinitis
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma
45769438	Acute severe exacerbation of asthma	708090002	Acute severe exacerbation of asthma (disorder)
4191479	Allergic asthma	389145006	Allergic asthma
4191479	Allergic asthma	389145006	Allergic atopic asthma
4191479	Allergic asthma	389145006	Allergic asthma (disorder)
4191479	Allergic asthma	389145006	Atopic asthma
4145356	Severe persistent asthma	426656000	Severe persistent asthma
4145356	Severe persistent asthma	426656000	Severe persistent asthma (disorder)
46270028	Severe persistent asthma co-occurrent with allergic rhinitis	124991000119109	Severe persistent asthma co-occurrent with allergic rhinitis
46270028	Severe persistent asthma co-occurrent with allergic rhinitis	124991000119109	Severe persistent asthma co-occurrent with allergic rhinitis (disorder)
46269767	Acute severe exacerbation of asthma co-occurrent with allergic rhinitis	10674711000119105	Acute severe exacerbation of asthma co-occurrent with allergic rhinitis
46269767	Acute severe exacerbation of asthma co-occurrent with allergic rhinitis	10674711000119105	Acute severe exacerbation of asthma co-occurrent with allergic rhinitis (disorder)
45769350	Acute severe exacerbation of severe persistent asthma	707979007	Acute severe exacerbation of severe persistent asthma
45769350	Acute severe exacerbation of severe persistent asthma	707979007	Acute severe exacerbation of severe persistent asthma (disorder)
4308356	Asthma finding	390798007	Asthma finding
4308356	Asthma finding	390798007	Asthma finding (finding)
46269772	Severe persistent allergic asthma controlled	10675591000119109	Severe persistent allergic asthma controlled
46269772	Severe persistent allergic asthma controlled	10675591000119109	Severe persistent allergic asthma controlled (finding)
257007	Allergic rhinitis	61582004	Allergic rhinitis (disorder)
257007	Allergic rhinitis	61582004	Allergic rhinitis
257007	Allergic rhinitis	61582004	Atopic rhinitis
257007	Allergic rhinitis	61582004	AR - Allergic rhinitis
257007	Allergic rhinitis	61582004	Allergic rhinitis due to allergen
4308356	Asthma finding	390798007	Asthma finding
4308356	Asthma finding	390798007	Asthma finding (finding)
46269774	Severe persistent allergic asthma uncontrolled	10675671000119107	Severe persistent allergic asthma uncontrolled (finding)
