modified_concept_id	modified_concept_name	modified_concept_code	parent_concept_id	parent_concept_name	parent_concept_code
46274124	Acute severe exacerbation of mild persistent allergic asthma	10675911000119109	36684328	Acute severe exacerbation of allergic asthma	782513000
46274124	Acute severe exacerbation of mild persistent allergic asthma	10675911000119109	45769352	Acute severe exacerbation of mild persistent asthma	707981009
46274129	Severe sepsis with acute organ dysfunction due to Gram-negative bacteria	127291000119107	4031168	Sepsis-associated organ dysfunction	238151006
46273462	Acute severe exacerbation of moderate persistent allergic asthma	10676431000119103	45769351	Acute severe exacerbation of moderate persistent asthma	707980005
46273462	Acute severe exacerbation of moderate persistent allergic asthma	10676431000119103	46269784	Moderate persistent allergic asthma	10676391000119108
46273462	Acute severe exacerbation of moderate persistent allergic asthma	10676431000119103	36684328	Acute severe exacerbation of allergic asthma	782513000
46269767	Acute severe exacerbation of asthma co-occurrent with allergic rhinitis	10674711000119105	46273452	Acute exacerbation of asthma co-occurrent with allergic rhinitis	99031000119107
46269767	Acute severe exacerbation of asthma co-occurrent with allergic rhinitis	10674711000119105	45769438	Acute severe exacerbation of asthma	708090002
46269770	Severe persistent allergic asthma	10675431000119106	4191479	Allergic asthma	389145006
46269770	Severe persistent allergic asthma	10675431000119106	4145356	Severe persistent asthma	426656000
46269771	Acute severe exacerbation of severe persistent asthma co-occurrent with allergic rhinitis	10675551000119104	46270028	Severe persistent asthma co-occurrent with allergic rhinitis	124991000119109
46269771	Acute severe exacerbation of severe persistent asthma co-occurrent with allergic rhinitis	10675551000119104	46269767	Acute severe exacerbation of asthma co-occurrent with allergic rhinitis	10674711000119105
46269771	Acute severe exacerbation of severe persistent asthma co-occurrent with allergic rhinitis	10675551000119104	45769350	Acute severe exacerbation of severe persistent asthma	707979007
46269772	Severe persistent allergic asthma controlled	10675591000119109	4308356	Asthma finding	390798007
46269773	Severe persistent asthma controlled co-occurrent with allergic rhinitis	10675631000119109	46269772	Severe persistent allergic asthma controlled	10675591000119109
46269773	Severe persistent asthma controlled co-occurrent with allergic rhinitis	10675631000119109	257007	Allergic rhinitis	61582004
46269774	Severe persistent allergic asthma uncontrolled	10675671000119107	4308356	Asthma finding	390798007
46269775	Severe persistent asthma uncontrolled co-occurrent with allergic rhinitis	10675711000119106	46269774	Severe persistent allergic asthma uncontrolled	10675671000119107
46269775	Severe persistent asthma uncontrolled co-occurrent with allergic rhinitis	10675711000119106	257007	Allergic rhinitis	61582004
46269777	Acute severe exacerbation of mild persistent allergic asthma co-occurrent with allergic rhinitis	10675991000119100	46270029	Mild persistent asthma co-occurrent with allergic rhinitis	125011000119100
46269777	Acute severe exacerbation of mild persistent allergic asthma co-occurrent with allergic rhinitis	10675991000119100	46269767	Acute severe exacerbation of asthma co-occurrent with allergic rhinitis	10674711000119105
46269777	Acute severe exacerbation of mild persistent allergic asthma co-occurrent with allergic rhinitis	10675991000119100	45769352	Acute severe exacerbation of mild persistent asthma	707981009
46269785	Acute severe exacerbation of moderate persistent asthma co-occurrent with allergic rhinitis	10676511000119109	45769351	Acute severe exacerbation of moderate persistent asthma	707980005
46269785	Acute severe exacerbation of moderate persistent asthma co-occurrent with allergic rhinitis	10676511000119109	46269767	Acute severe exacerbation of asthma co-occurrent with allergic rhinitis	10674711000119105
46269785	Acute severe exacerbation of moderate persistent asthma co-occurrent with allergic rhinitis	10676511000119109	46273454	Moderate persistent asthma co-occurrent with allergic rhinitis	125001000119103
46273569	Completely dentate teeth condition severely compromised with 4 or more in all sextants	710095001	46271834	Finding of condition of completely dentate teeth	710091005
46273607	MECP2-related severe neonatal encephalopathy	711487002	4318859	Neonatal encephalopathy	95628005
46271664	Severely compromised location and extent of edentulous area	709849005	46273710	Finding of location and extent of edentulous area of oral cavity	709027003
46287068	At risk of severe asthma exacerbation	966011000000109	4085075	At risk - finding	281694009
46271747	Severely compromised dentate occlusal scheme	709989000	46273811	Severely compromised occlusal scheme	709991008
46271749	Severely compromised partially dentate occlusal scheme	709992001	46273811	Severely compromised occlusal scheme	709991008
46273811	Severely compromised occlusal scheme	709991008	443219	Dental occlusion finding	278656008
46274020	Severe sepsis with acute organ dysfunction due to methicillin resistant Staphylococcus aureus	127321000119104	4031168	Sepsis-associated organ dysfunction	238151006
46274021	Severe sepsis with acute organ dysfunction due to Serratia	127381000119100	4031168	Sepsis-associated organ dysfunction	238151006
46270028	Severe persistent asthma co-occurrent with allergic rhinitis	124991000119109	4145356	Severe persistent asthma	426656000
46270028	Severe persistent asthma co-occurrent with allergic rhinitis	124991000119109	257007	Allergic rhinitis	61582004
46270049	Severe sepsis with acute organ dysfunction due to anaerobic bacteria	127271000119106	4031168	Sepsis-associated organ dysfunction	238151006
46270050	Severe sepsis with acute organ dysfunction due to Haemophilus influenzae	127301000119108	4031168	Sepsis-associated organ dysfunction	238151006
46270051	Severe sepsis with acute organ dysfunction due to Meningococcus	127311000119106	4031168	Sepsis-associated organ dysfunction	238151006
46270052	Severe sepsis with acute organ dysfunction due to methicillin susceptible Staphylococcus aureus	127331000119101	4031168	Sepsis-associated organ dysfunction	238151006
46270053	Severe sepsis with acute organ dysfunction due to Pneumococcus	127341000119105	4031168	Sepsis-associated organ dysfunction	238151006
46270054	Severe sepsis with acute organ dysfunction due to Pseudomonas	127351000119107	4031168	Sepsis-associated organ dysfunction	238151006
46270055	Severe sepsis with acute organ dysfunction due to Salmonella	127361000119109	4031168	Sepsis-associated organ dysfunction	238151006
46270056	Severe sepsis with acute organ dysfunction due to Staphylococcus	127391000119102	4031168	Sepsis-associated organ dysfunction	238151006
46270057	Severe sepsis with acute organ dysfunction due to Streptococcus	127401000119100	4031168	Sepsis-associated organ dysfunction	238151006
37017563	Severe alcohol dependence	713862009	435243	Alcohol dependence	66590003
37016131	Severe sepsis with acute organ dysfunction caused by Gonococcus	1092601000119103	4031168	Sepsis-associated organ dysfunction	238151006
37018074	Severe gingivitis	714477000	4281516	Gingivitis	66383009
36674508	Severe intellectual disability and progressive spastic paraplegia	778011005	4312226	Autosomal recessive hereditary disorder	85995004
36674508	Severe intellectual disability and progressive spastic paraplegia	778011005	432898	Severe intellectual disability	40700009
36674508	Severe intellectual disability and progressive spastic paraplegia	778011005	4043239	Complicated hereditary spastic paraplegia	230261006
36674871	Severe infantile axonal neuropathy with respiratory failure type 2	770727008	4028271	X-linked hereditary disease	128430005
36674871	Severe infantile axonal neuropathy with respiratory failure type 2	770727008	4046079	Distal spinal muscular atrophy	230247001
36674871	Severe infantile axonal neuropathy with respiratory failure type 2	770727008	4256228	Respiratory failure	409622000
36674894	Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome	770751003	4274970	Multiple malformation syndrome with facial defects as major feature	65094009
36674894	Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome	770751003	4180314	Hereditary disorder of nervous system	363235000
36674894	Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome	770751003	4312226	Autosomal recessive hereditary disorder	85995004
36674894	Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome	770751003	4049221	Hearing loss associated with syndrome	232333009
36674894	Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome	770751003	4320816	Congenital hearing disorder	95827002
36674894	Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome	770751003	40277917	Intellectual disability	110359009
36674894	Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome	770751003	375800	Dystonia	15802004
36674894	Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome	770751003	4176645	Auditory system hereditary disorder	362991006
36674894	Severe motor and intellectual disabilities, sensorineural deafness, dystonia syndrome	770751003	374366	Sensorineural hearing loss	60700002
36674945	Severe congenital neutropaenia type 3	770942003	434895	Congenital neutropenia	89655007
36674945	Severe congenital neutropaenia type 3	770942003	44782478	Hereditary cancer-predisposing syndrome	699346009
36674945	Severe congenital neutropaenia type 3	770942003	4312226	Autosomal recessive hereditary disorder	85995004
36674950	Autosomal dominant severe congenital neutropaenia	770947009	434895	Congenital neutropenia	89655007
36674950	Autosomal dominant severe congenital neutropaenia	770947009	44782478	Hereditary cancer-predisposing syndrome	699346009
36674950	Autosomal dominant severe congenital neutropaenia	770947009	4006473	Autosomal dominant hereditary disorder	11164009
36675039	Severe congenital encephalopathy due to methyl-CpG binding protein 2 mutation	771303004	377085	Congenital anomaly of brain	57148006
36675039	Severe congenital encephalopathy due to methyl-CpG binding protein 2 mutation	771303004	4028271	X-linked hereditary disease	128430005
36675039	Severe congenital encephalopathy due to methyl-CpG binding protein 2 mutation	771303004	380533	Convulsions in the newborn	87476004
36675039	Severe congenital encephalopathy due to methyl-CpG binding protein 2 mutation	771303004	4180314	Hereditary disorder of nervous system	363235000
36675039	Severe congenital encephalopathy due to methyl-CpG binding protein 2 mutation	771303004	4318859	Neonatal encephalopathy	95628005
36675039	Severe congenital encephalopathy due to methyl-CpG binding protein 2 mutation	771303004	381114	Microcephalus	1829003
36675043	Severe early-onset axonal neuropathy due to light neurofilament subunit deficiency	771307003	4134145	Chronic nervous system disorder	128283000
36675043	Severe early-onset axonal neuropathy due to light neurofilament subunit deficiency	771307003	4312226	Autosomal recessive hereditary disorder	85995004
36675043	Severe early-onset axonal neuropathy due to light neurofilament subunit deficiency	771307003	4161817	Charcot-Marie-Tooth disease, type II	398187000
36675182	Severe combined immunodeficiency due to caspase recruitment domain family member 11 deficiency	771517009	4179989	Autosomal recessive SCID	362993009
36676500	Severe feeding difficulties, failure to thrive, microcephaly due to ASXL transcriptional regulator 3 deficiency syndrome	773400009	4220676	Multiple system malformation syndrome	82354003
36676500	Severe feeding difficulties, failure to thrive, microcephaly due to ASXL transcriptional regulator 3 deficiency syndrome	773400009	40277917	Intellectual disability	110359009
36676500	Severe feeding difficulties, failure to thrive, microcephaly due to ASXL transcriptional regulator 3 deficiency syndrome	773400009	4006473	Autosomal dominant hereditary disorder	11164009
36676516	Severe intellectual disability, short stature, behavioural abnormalities, facial dysmorphism syndrome	773419004	4274970	Multiple malformation syndrome with facial defects as major feature	65094009
36676516	Severe intellectual disability, short stature, behavioural abnormalities, facial dysmorphism syndrome	773419004	4312226	Autosomal recessive hereditary disorder	85995004
36676516	Severe intellectual disability, short stature, behavioural abnormalities, facial dysmorphism syndrome	773419004	440076	Short stature disorder	237836003
36676516	Severe intellectual disability, short stature, behavioural abnormalities, facial dysmorphism syndrome	773419004	40277917	Intellectual disability	110359009
36676518	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	773421009	4180314	Hereditary disorder of nervous system	363235000
36676518	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	773421009	4312226	Autosomal recessive hereditary disorder	85995004
36676518	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	773421009	4102345	Temporal lobe epilepsy	193000002
36676520	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	773423007	4239233	Lactic acidosis	91273001
36676520	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	773423007	81539	Mitochondrial cytopathy	240096000
36676520	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	773423007	42534852	Neonatal acidosis	107421000119101
36676520	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	773423007	4312226	Autosomal recessive hereditary disorder	85995004
36676624	Severe intellectual disability, poor language, strabismus, grimacing face, long fingers syndrome	773551001	4274970	Multiple malformation syndrome with facial defects as major feature	65094009
36676624	Severe intellectual disability, poor language, strabismus, grimacing face, long fingers syndrome	773551001	40277917	Intellectual disability	110359009
36676624	Severe intellectual disability, poor language, strabismus, grimacing face, long fingers syndrome	773551001	4006473	Autosomal dominant hereditary disorder	11164009
36676628	Severe neurodegenerative syndrome due to BSCL2, seipin lipid droplet biogenesis associated deficiency	773555005	4134145	Chronic nervous system disorder	128283000
36676628	Severe neurodegenerative syndrome due to BSCL2, seipin lipid droplet biogenesis associated deficiency	773555005	4176947	Hereditary disorder of the integument	363185004
36676628	Severe neurodegenerative syndrome due to BSCL2, seipin lipid droplet biogenesis associated deficiency	773555005	4180314	Hereditary disorder of nervous system	363235000
36676628	Severe neurodegenerative syndrome due to BSCL2, seipin lipid droplet biogenesis associated deficiency	773555005	4312226	Autosomal recessive hereditary disorder	85995004
36676628	Severe neurodegenerative syndrome due to BSCL2, seipin lipid droplet biogenesis associated deficiency	773555005	4176799	Connective tissue hereditary disorder	363045008
36676628	Severe neurodegenerative syndrome due to BSCL2, seipin lipid droplet biogenesis associated deficiency	773555005	37110561	Genetic lipodystrophy	724841000
36676676	Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome	773628009	4312226	Autosomal recessive hereditary disorder	85995004
36676676	Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome	773628009	4312887	Frontonasal dysplasia sequence	86610004
36676676	Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome	773628009	4181326	Hereditary disorder of the visual system	363343008
36676676	Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome	773628009	376512	Microphthalmos	61142002
36676676	Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome	773628009	4178826	Hereditary disorder of musculoskeletal system	363212003
36676676	Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome	773628009	135923	Cleft palate	87979003
36676676	Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome	773628009	4181047	Digestive system hereditary disorder	363080007
36676682	Congenital cataract, hearing loss, severe developmental delay syndrome	773648002	4027395	Inherited metabolic disorder of nervous system	128190004
36676682	Congenital cataract, hearing loss, severe developmental delay syndrome	773648002	45763917	Congenital sensorineural hearing loss	700453005
36676682	Congenital cataract, hearing loss, severe developmental delay syndrome	773648002	4312226	Autosomal recessive hereditary disorder	85995004
36676682	Congenital cataract, hearing loss, severe developmental delay syndrome	773648002	4049221	Hearing loss associated with syndrome	232333009
36676682	Congenital cataract, hearing loss, severe developmental delay syndrome	773648002	4181326	Hereditary disorder of the visual system	363343008
36676682	Congenital cataract, hearing loss, severe developmental delay syndrome	773648002	436077	Developmental delay	248290002
36676682	Congenital cataract, hearing loss, severe developmental delay syndrome	773648002	4176645	Auditory system hereditary disorder	362991006
36676682	Congenital cataract, hearing loss, severe developmental delay syndrome	773648002	380513	Congenital cataract	79410001
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	377085	Congenital anomaly of brain	57148006
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	4274970	Multiple malformation syndrome with facial defects as major feature	65094009
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	36716769	Congenital hypogonadotropic hypogonadism	722944006
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	45763917	Congenital sensorineural hearing loss	700453005
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	4180314	Hereditary disorder of nervous system	363235000
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	4312226	Autosomal recessive hereditary disorder	85995004
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	4176808	Hereditary disorder of endocrine system	363104002
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	4049221	Hearing loss associated with syndrome	232333009
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	440076	Short stature disorder	237836003
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	4181215	Reproductive system hereditary disorder	363290007
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	4176645	Auditory system hereditary disorder	362991006
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006	381114	Microcephalus	1829003
36676854	Severe intellectual disability, progressive postnatal microcephaly, midline stereotypic hand movements syndrome	774149004	4028271	X-linked hereditary disease	128430005
36676854	Severe intellectual disability, progressive postnatal microcephaly, midline stereotypic hand movements syndrome	774149004	432898	Severe intellectual disability	40700009
36676897	Intellectual disability, severe speech delay, mild dysmorphism syndrome	774203000	4075828	Global developmental delay	224958001
36676897	Intellectual disability, severe speech delay, mild dysmorphism syndrome	774203000	4274970	Multiple malformation syndrome with facial defects as major feature	65094009
36676897	Intellectual disability, severe speech delay, mild dysmorphism syndrome	774203000	40277917	Intellectual disability	110359009
36683388	Acute gastric erosion associated with severe burn	781203005	4217281	Curling's ulcers	39755000
36683388	Acute gastric erosion associated with severe burn	781203005	4188456	Stress ulcer of stomach	415624002
36684328	Acute severe exacerbation of allergic asthma	782513000	45769438	Acute severe exacerbation of asthma	708090002
36684328	Acute severe exacerbation of allergic asthma	782513000	42538744	Exacerbation of allergic asthma	762521001
37394658	Severe sepsis	1036671000000106	132797	Sepsis	91302008
37395946	Distal arthrogryposis type 4	715575001	4085264	Distal arthrogryposis syndrome	24269006
37395946	Distal arthrogryposis type 4	715575001	72418	Scoliosis deformity of spine	298382003
37396153	Localized severe aggressive periodontitis	715860003	43530620	Oral lesion	1071000119107
37396153	Localized severe aggressive periodontitis	715860003	35624868	Lesion of face	767811005
37396153	Localized severe aggressive periodontitis	715860003	4344497	Soft tissue lesion	239953001
37396153	Localized severe aggressive periodontitis	715860003	132943	Acute periodontitis	21638000
37396171	Severe acute respiratory syndrome of upper respiratory tract	715882005	320651	Severe acute respiratory syndrome	398447004
37396171	Severe acute respiratory syndrome of upper respiratory tract	715882005	4085100	Viral upper respiratory tract infection	281794004
37396241	Severe combined immunodeficiency due to DCLRE1C deficiency	715982006	4179989	Autosomal recessive SCID	362993009
37397461	T-cell negative B-cell positive severe combined immunodeficiency due to JAK3 deficiency	718107000	4179989	Autosomal recessive SCID	362993009
37397428	Generalized severe chronic periodontitis	718061004	45768754	Generalized chronic periodontitis	707251008
37397431	Generalized severe aggressive periodontitis	718065008	132943	Acute periodontitis	21638000
37395693	Neonatal severe primary hyperparathyroidism	715218009	4111325	Neonatal hyperparathyroidism	254119005
37395738	Localized severe chronic periodontitis	715287007	45768755	Localized chronic periodontitis	707252001
37399018	Severe combined immunodeficiency due to deoxyribonucleic acid dependent protein kinase catalytic subunit deficiency	716871006	29783	Severe combined immunodeficiency disease	31323000
37396748	Severe early childhood onset retinal dystrophy	716663009	377270	Hereditary retinal dystrophy	41799005
37396748	Severe early childhood onset retinal dystrophy	716663009	4312226	Autosomal recessive hereditary disorder	85995004
37399469	RAVINE syndrome	715794009	374912	Leukodystrophy	192781003
36713453	Familial hypomagnesemia hypercalciuria nephrocalcinosis with severe ocular involvement	717787005	4178116	Familial hypomagnesemia-hypercalciuria	50029007
36713453	Familial hypomagnesemia hypercalciuria nephrocalcinosis with severe ocular involvement	717787005	4178955	Hereditary disorder of the urinary system	363338001
36713453	Familial hypomagnesemia hypercalciuria nephrocalcinosis with severe ocular involvement	717787005	4312226	Autosomal recessive hereditary disorder	85995004
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	4180159	Hereditary disorder of immune system	363138005
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	132446	Congenital anomaly of skin	199879009
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	440389	Mental retardation	91138005
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	4210998	Craniosynostosis syndrome	57219006
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	4220676	Multiple system malformation syndrome	82354003
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	4176947	Hereditary disorder of the integument	363185004
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	377085	Congenital anomaly of brain	57148006
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	4180314	Hereditary disorder of nervous system	363235000
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	45766714	Inflammatory dermatosis	703938007
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	4312226	Autosomal recessive hereditary disorder	85995004
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	40277917	Intellectual disability	110359009
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	4178826	Hereditary disorder of musculoskeletal system	363212003
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	381114	Microcephalus	1829003
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001	4019094	Congenital agammaglobulinemia	116133005
36713480	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	717821004	434003	Glycogen storage disease	29633007
36713480	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	717821004	4312226	Autosomal recessive hereditary disorder	85995004
36717092	Moderately severe depression	719593009	4149321	Severe depression	310497006
36717389	Moderately severe major depression single episode	720453001	4282096	Major depression, single episode	36923009
36717389	Moderately severe major depression single episode	720453001	36714389	Moderately severe major depression	719592004
36714182	Spondylometaphyseal dysplasia Schmidt type	719304005	4102937	Metaphyseal chondrodysplasia	28681006
36714182	Spondylometaphyseal dysplasia Schmidt type	719304005	440076	Short stature disorder	237836003
36714182	Spondylometaphyseal dysplasia Schmidt type	719304005	4178826	Hereditary disorder of musculoskeletal system	363212003
36714182	Spondylometaphyseal dysplasia Schmidt type	719304005	4006473	Autosomal dominant hereditary disorder	11164009
36717427	Severe combined immunodeficiency, microcephaly, growth retardation, sensitivity to ionizing radiation syndrome	720853005	4274970	Multiple malformation syndrome with facial defects as major feature	65094009
36717427	Severe combined immunodeficiency, microcephaly, growth retardation, sensitivity to ionizing radiation syndrome	720853005	4100976	Severe combined immunodeficiency with low T- and B-cell numbers	190997006
36717427	Severe combined immunodeficiency, microcephaly, growth retardation, sensitivity to ionizing radiation syndrome	720853005	4179989	Autosomal recessive SCID	362993009
36714389	Moderately severe major depression	719592004	42872722	Severe major depression	450714000
36716406	Severe fever with thrombocytopenia syndrome virus	722401001	4261826	Disease due to Phlebovirus	35620001
36716406	Severe fever with thrombocytopenia syndrome virus	722401001	4146135	Febrile leukopenia	427245000
36716406	Severe fever with thrombocytopenia syndrome virus	722401001	432870	Thrombocytopenic disorder	302215000
36714998	Moderately severe recurrent major depression	720452006	4282316	Recurrent major depression	66344007
36716264	Severe X-linked intellectual disability Gustavson type	722213009	440389	Mental retardation	91138005
36716264	Severe X-linked intellectual disability Gustavson type	722213009	377085	Congenital anomaly of brain	57148006
36716264	Severe X-linked intellectual disability Gustavson type	722213009	4028271	X-linked hereditary disease	128430005
36716264	Severe X-linked intellectual disability Gustavson type	722213009	4274970	Multiple malformation syndrome with facial defects as major feature	65094009
36716264	Severe X-linked intellectual disability Gustavson type	722213009	4180314	Hereditary disorder of nervous system	363235000
36716264	Severe X-linked intellectual disability Gustavson type	722213009	4049221	Hearing loss associated with syndrome	232333009
36716264	Severe X-linked intellectual disability Gustavson type	722213009	4181326	Hereditary disorder of the visual system	363343008
36716264	Severe X-linked intellectual disability Gustavson type	722213009	40277917	Intellectual disability	110359009
36716264	Severe X-linked intellectual disability Gustavson type	722213009	4318525	Congenital anomaly of optic nerve	95502000
36716264	Severe X-linked intellectual disability Gustavson type	722213009	36716806	Congenital atrophy of optic nerve	722990003
36716264	Severe X-linked intellectual disability Gustavson type	722213009	4176645	Auditory system hereditary disorder	362991006
36716264	Severe X-linked intellectual disability Gustavson type	722213009	381114	Microcephalus	1829003
36713881	X-linked severe congenital neutropenia	718882006	434895	Congenital neutropenia	89655007
36713881	X-linked severe congenital neutropenia	718882006	44782478	Hereditary cancer-predisposing syndrome	699346009
36713881	X-linked severe congenital neutropenia	718882006	4028271	X-linked hereditary disease	128430005
36713552	Severe nutritional wasting in infancy childhood and adolescence	717926005	4105263	Nutritional wasting	281583001
36717648	Severe nutritional stunting in infancy childhood and adolescence	717930008	4119133	Nutritional stunting	302869005
36713554	Severe acute malnutrition in infancy childhood and adolescence	717928006	443883	Acute disease	2704003
36713554	Severe acute malnutrition in infancy childhood and adolescence	717928006	4105263	Nutritional wasting	281583001
36714925	Severe T-cell immunodeficiency, congenital alopecia, nail dystrophy syndrome	720345008	4176947	Hereditary disorder of the integument	363185004
36714925	Severe T-cell immunodeficiency, congenital alopecia, nail dystrophy syndrome	720345008	4105584	Congenital alopecia	2965006
36714925	Severe T-cell immunodeficiency, congenital alopecia, nail dystrophy syndrome	720345008	4179989	Autosomal recessive SCID	362993009
36714925	Severe T-cell immunodeficiency, congenital alopecia, nail dystrophy syndrome	720345008	138864	Congenital anomaly of nail	35964007
36714925	Severe T-cell immunodeficiency, congenital alopecia, nail dystrophy syndrome	720345008	132706	Disorder of nail	17790008
36716263	Severe X-linked mitochondrial encephalomyopathy	722212004	4028271	X-linked hereditary disease	128430005
36716263	Severe X-linked mitochondrial encephalomyopathy	722212004	4180314	Hereditary disorder of nervous system	363235000
36716263	Severe X-linked mitochondrial encephalomyopathy	722212004	40491902	Mitochondrial encephalomyopathy	447292006
36716263	Severe X-linked mitochondrial encephalomyopathy	722212004	4178826	Hereditary disorder of musculoskeletal system	363212003
36713570	BRESEK syndrome	717945001	4220676	Multiple system malformation syndrome	82354003
36713570	BRESEK syndrome	717945001	440389	Mental retardation	91138005
36713570	BRESEK syndrome	717945001	4028271	X-linked hereditary disease	128430005
36713570	BRESEK syndrome	717945001	40277917	Intellectual disability	110359009
36716162	Severe combined immunodeficiency with hypereosinophilia	722067005	4098893	Hereditary eosinophilia	191358004
36716162	Severe combined immunodeficiency with hypereosinophilia	722067005	4100976	Severe combined immunodeficiency with low T- and B-cell numbers	190997006
36716162	Severe combined immunodeficiency with hypereosinophilia	722067005	4179989	Autosomal recessive SCID	362993009
37109054	Severe major depressive disorder co-occurrent with anxiety single episode	16266991000119108	442077	Anxiety disorder	197480006
37109054	Severe major depressive disorder co-occurrent with anxiety single episode	16266991000119108	42872411	Severe major depression, single episode	251000119105
37116845	Acute severe refractory exacerbation of asthma	733858005	45769438	Acute severe exacerbation of asthma	708090002
37108580	Severe controlled persistent asthma	10675391000119101	4145356	Severe persistent asthma	426656000
37108581	Severe uncontrolled persistent asthma	10675751000119107	4145356	Severe persistent asthma	426656000
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	4190397	Multiple malformation syndrome with limb defect as major feature	41443008
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	440389	Mental retardation	91138005
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	380378	Epilepsy	84757009
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	4180314	Hereditary disorder of nervous system	363235000
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	4312226	Autosomal recessive hereditary disorder	85995004
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	40277917	Intellectual disability	110359009
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	4301416	Congenital anomaly of digit	403855001
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	4178826	Hereditary disorder of musculoskeletal system	363212003
